,Species,TREE_ID,X_orig,X,Y_orig,Y,Year,logF_current
1,Pinus contorta,50041_5_43_6_1_102,-119.4166667,-119.4237,37.79166667,37.7967,2002,1.34400258
1,Pinus contorta,50041_5_43_6_1_102,-119.4166667,-119.4227,37.79166667,37.7967,2002,1.34400258
2,Pinus contorta,50041_5_43_6_1_102,-119.4166667,-119.4237,37.79166667,37.7967,2012,0.445340775
2,Pinus contorta,50041_5_43_6_1_102,-119.4166667,-119.4227,37.79166667,37.7967,2012,0.445340775
3,Pinus contorta,50041_5_43_6_2_106,-119.4166667,-119.4187,37.79166667,37.7937,2002,1.33128958
3,Pinus contorta,50041_5_43_6_2_106,-119.4166667,-119.4177,37.79166667,37.7927,2002,1.33128958
4,Pinus contorta,50041_5_43_6_2_106,-119.4166667,-119.4187,37.79166667,37.7937,2012,0.445340775
4,Pinus contorta,50041_5_43_6_2_106,-119.4166667,-119.4177,37.79166667,37.7927,2012,0.445340775
5,Pinus contorta,50041_5_43_6_3_111,-119.4166667,-119.4237,37.79166667,37.7957,2002,1.44570658
5,Pinus contorta,50041_5_43_6_3_111,-119.4166667,-119.4167,37.79166667,37.7927,2002,1.44570658
6,Pinus contorta,50041_5_43_6_3_111,-119.4166667,-119.4237,37.79166667,37.7957,2012,0.585183775
6,Pinus contorta,50041_5_43_6_3_111,-119.4166667,-119.4167,37.79166667,37.7927,2012,0.585183775
7,Pinus contorta,50336_5_3_6_3_314,-119.875,-119.879,38.83333333,38.8373,2007,4.156405287
7,Pinus contorta,50336_5_3_6_3_314,-119.875,-119.878,38.83333333,38.8343,2007,4.156405287
8,Pinus contorta,50336_5_3_6_3_314,-119.875,-119.879,38.83333333,38.8373,2017,4.131818078
8,Pinus contorta,50336_5_3_6_3_314,-119.875,-119.878,38.83333333,38.8343,2017,4.131818078
9,Pinus contorta,50336_5_3_6_3_315,-119.875,-119.878,38.83333333,38.8423,2007,2.211316287
9,Pinus contorta,50336_5_3_6_3_315,-119.875,-119.875,38.83333333,38.8423,2007,2.211316287
10,Pinus contorta,50336_5_3_6_3_315,-119.875,-119.878,38.83333333,38.8423,2017,2.174016078
10,Pinus contorta,50336_5_3_6_3_315,-119.875,-119.875,38.83333333,38.8423,2017,2.174016078
11,Pinus contorta,50379_5_107_6_1_100,-118.2916667,-118.2997,36.375,36.384,2002,2.401458535
11,Pinus contorta,50379_5_107_6_1_100,-118.2916667,-118.2957,36.375,36.379,2002,2.401458535
12,Pinus contorta,50379_5_107_6_1_100,-118.2916667,-118.2997,36.375,36.384,2012,0.927382509
12,Pinus contorta,50379_5_107_6_1_100,-118.2916667,-118.2957,36.375,36.379,2012,0.927382509
13,Pinus contorta,50379_5_107_6_1_101,-118.2916667,-118.2987,36.375,36.381,2002,2.948117535
13,Pinus contorta,50379_5_107_6_1_101,-118.2916667,-118.2917,36.375,36.381,2002,2.948117535
14,Pinus contorta,50379_5_107_6_1_101,-118.2916667,-118.2987,36.375,36.381,2012,1.512180509
14,Pinus contorta,50379_5_107_6_1_101,-118.2916667,-118.2917,36.375,36.381,2012,1.512180509
15,Pinus contorta,50379_5_107_6_1_104,-118.2916667,-118.3007,36.375,36.377,2002,3.774462535
15,Pinus contorta,50379_5_107_6_1_104,-118.2916667,-118.2957,36.375,36.376,2002,3.774462535
16,Pinus contorta,50379_5_107_6_1_104,-118.2916667,-118.3007,36.375,36.377,2012,2.300386509
16,Pinus contorta,50379_5_107_6_1_104,-118.2916667,-118.2957,36.375,36.376,2012,2.300386509
17,Pinus contorta,50379_5_107_6_1_105,-118.2916667,-118.2977,36.375,36.384,2002,5.643273535
17,Pinus contorta,50379_5_107_6_1_105,-118.2916667,-118.2947,36.375,36.377,2002,5.643273535
18,Pinus contorta,50379_5_107_6_1_105,-118.2916667,-118.2977,36.375,36.384,2012,4.156484509
18,Pinus contorta,50379_5_107_6_1_105,-118.2916667,-118.2947,36.375,36.377,2012,4.156484509
19,Pinus contorta,50379_5_107_6_1_106,-118.2916667,-118.2967,36.375,36.384,2012,3.088592509
19,Pinus contorta,50379_5_107_6_1_106,-118.2916667,-118.2917,36.375,36.379,2012,3.088592509
20,Pinus contorta,50379_5_107_6_1_106,-118.2916667,-118.2967,36.375,36.384,2002,4.702511535
20,Pinus contorta,50379_5_107_6_1_106,-118.2916667,-118.2917,36.375,36.379,2002,4.702511535
21,Pinus contorta,50379_5_107_6_2_127,-118.2916667,-118.2997,36.375,36.375,2002,1.778521535
21,Pinus contorta,50379_5_107_6_2_127,-118.2916667,-118.2957,36.375,36.379,2002,1.778521535
22,Pinus contorta,50379_5_107_6_2_127,-118.2916667,-118.2997,36.375,36.375,2012,0.317158509
22,Pinus contorta,50379_5_107_6_2_127,-118.2916667,-118.2957,36.375,36.379,2012,0.317158509
23,Pinus contorta,50379_5_107_6_2_128,-118.2916667,-118.3007,36.375,36.377,2002,2.592153535
23,Pinus contorta,50379_5_107_6_2_128,-118.2916667,-118.2927,36.375,36.379,2002,2.592153535
24,Pinus contorta,50379_5_107_6_2_128,-118.2916667,-118.3007,36.375,36.377,2012,1.156216509
24,Pinus contorta,50379_5_107_6_2_128,-118.2916667,-118.2927,36.375,36.379,2012,1.156216509
25,Pinus contorta,50379_5_107_6_2_129,-118.2916667,-118.2987,36.375,36.38,2002,5.160179535
25,Pinus contorta,50379_5_107_6_2_129,-118.2916667,-118.2977,36.375,36.376,2002,5.160179535
26,Pinus contorta,50379_5_107_6_2_129,-118.2916667,-118.2987,36.375,36.38,2012,3.736955509
26,Pinus contorta,50379_5_107_6_2_129,-118.2916667,-118.2977,36.375,36.376,2012,3.736955509
27,Pinus contorta,50379_5_107_6_2_130,-118.2916667,-118.2987,36.375,36.375,2002,3.380359535
27,Pinus contorta,50379_5_107_6_2_130,-118.2916667,-118.2967,36.375,36.376,2002,3.380359535
28,Pinus contorta,50379_5_107_6_2_130,-118.2916667,-118.2987,36.375,36.375,2012,1.906283509
28,Pinus contorta,50379_5_107_6_2_130,-118.2916667,-118.2967,36.375,36.376,2012,1.906283509
29,Pinus contorta,50379_5_107_6_2_131,-118.2916667,-118.2997,36.375,36.375,2002,3.049821535
29,Pinus contorta,50379_5_107_6_2_131,-118.2916667,-118.2947,36.375,36.384,2002,3.049821535
30,Pinus contorta,50379_5_107_6_2_131,-118.2916667,-118.2997,36.375,36.375,2012,1.588458509
30,Pinus contorta,50379_5_107_6_2_131,-118.2916667,-118.2947,36.375,36.384,2012,1.588458509
31,Pinus contorta,50379_5_107_6_2_133,-118.2916667,-118.2957,36.375,36.382,2012,4.931977509
31,Pinus contorta,50379_5_107_6_2_133,-118.2916667,-118.2937,36.375,36.38,2012,4.931977509
32,Pinus contorta,50379_5_107_6_2_133,-118.2916667,-118.2957,36.375,36.382,2002,6.520470535
32,Pinus contorta,50379_5_107_6_2_133,-118.2916667,-118.2937,36.375,36.38,2002,6.520470535
33,Pinus contorta,50379_5_107_6_2_136,-118.2916667,-118.2987,36.375,36.381,2002,3.583767535
33,Pinus contorta,50379_5_107_6_2_136,-118.2916667,-118.2947,36.375,36.377,2002,3.583767535
34,Pinus contorta,50379_5_107_6_2_136,-118.2916667,-118.2987,36.375,36.381,2012,2.198682509
34,Pinus contorta,50379_5_107_6_2_136,-118.2916667,-118.2947,36.375,36.377,2012,2.198682509
35,Pinus contorta,50379_5_107_6_3_108,-118.2916667,-118.3007,36.375,36.377,2002,5.439865535
35,Pinus contorta,50379_5_107_6_3_108,-118.2916667,-118.2967,36.375,36.375,2002,5.439865535
36,Pinus contorta,50379_5_107_6_3_108,-118.2916667,-118.3007,36.375,36.377,2012,3.940363509
36,Pinus contorta,50379_5_107_6_3_108,-118.2916667,-118.2967,36.375,36.375,2012,3.940363509
37,Pinus contorta,50379_5_107_6_3_110,-118.2916667,-118.3007,36.375,36.378,2002,7.067129535
37,Pinus contorta,50379_5_107_6_3_110,-118.2916667,-118.2917,36.375,36.376,2002,7.067129535
38,Pinus contorta,50379_5_107_6_3_110,-118.2916667,-118.3007,36.375,36.378,2012,5.554914509
38,Pinus contorta,50379_5_107_6_3_110,-118.2916667,-118.2917,36.375,36.376,2012,5.554914509
39,Pinus contorta,50379_5_107_6_3_113,-118.2916667,-118.2967,36.375,36.381,2002,4.702511535
39,Pinus contorta,50379_5_107_6_3_113,-118.2916667,-118.2957,36.375,36.378,2002,4.702511535
40,Pinus contorta,50379_5_107_6_3_113,-118.2916667,-118.2967,36.375,36.381,2012,3.228435509
40,Pinus contorta,50379_5_107_6_3_113,-118.2916667,-118.2957,36.375,36.378,2012,3.228435509
41,Pinus contorta,50379_5_107_6_3_114,-118.2916667,-118.2987,36.375,36.383,2002,4.613520535
41,Pinus contorta,50379_5_107_6_3_114,-118.2916667,-118.2977,36.375,36.377,2002,4.613520535
42,Pinus contorta,50379_5_107_6_3_114,-118.2916667,-118.2987,36.375,36.383,2012,3.190296509
42,Pinus contorta,50379_5_107_6_3_114,-118.2916667,-118.2977,36.375,36.377,2012,3.190296509
43,Pinus contorta,50379_5_107_6_3_116,-118.2916667,-118.2977,36.375,36.382,2002,4.766076535
43,Pinus contorta,50379_5_107_6_3_116,-118.2916667,-118.2917,36.375,36.375,2002,4.766076535
44,Pinus contorta,50379_5_107_6_3_116,-118.2916667,-118.2977,36.375,36.382,2012,3.330139509
44,Pinus contorta,50379_5_107_6_3_116,-118.2916667,-118.2917,36.375,36.375,2012,3.330139509
45,Pinus contorta,50379_5_107_6_3_117,-118.2916667,-118.2967,36.375,36.381,2002,6.024663535
45,Pinus contorta,50379_5_107_6_3_117,-118.2916667,-118.2927,36.375,36.377,2002,6.024663535
46,Pinus contorta,50379_5_107_6_3_117,-118.2916667,-118.2967,36.375,36.381,2012,4.563300509
46,Pinus contorta,50379_5_107_6_3_117,-118.2916667,-118.2927,36.375,36.377,2012,4.563300509
47,Pinus contorta,50379_5_107_6_4_118,-118.2916667,-118.3007,36.375,36.376,2002,5.732264535
47,Pinus contorta,50379_5_107_6_4_118,-118.2916667,-118.2917,36.375,36.375,2002,5.732264535
48,Pinus contorta,50379_5_107_6_4_118,-118.2916667,-118.3007,36.375,36.376,2012,4.270901509
48,Pinus contorta,50379_5_107_6_4_118,-118.2916667,-118.2917,36.375,36.375,2012,4.270901509
49,Pinus contorta,50379_5_107_6_4_120,-118.2916667,-118.3007,36.375,36.375,2002,5.783116535
49,Pinus contorta,50379_5_107_6_4_120,-118.2916667,-118.2997,36.375,36.384,2002,5.783116535
50,Pinus contorta,50379_5_107_6_4_120,-118.2916667,-118.3007,36.375,36.375,2012,4.321753509
50,Pinus contorta,50379_5_107_6_4_120,-118.2916667,-118.2997,36.375,36.384,2012,4.321753509
51,Pinus contorta,50379_5_107_6_4_122,-118.2916667,-118.2977,36.375,36.383,2002,5.350874535
51,Pinus contorta,50379_5_107_6_4_122,-118.2916667,-118.2947,36.375,36.377,2002,5.350874535
52,Pinus contorta,50379_5_107_6_4_122,-118.2916667,-118.2977,36.375,36.383,2012,3.965789509
52,Pinus contorta,50379_5_107_6_4_122,-118.2916667,-118.2947,36.375,36.377,2012,3.965789509
53,Pinus contorta,50379_5_107_6_4_126,-118.2916667,-118.2987,36.375,36.383,2002,5.541569535
53,Pinus contorta,50379_5_107_6_4_126,-118.2916667,-118.2947,36.375,36.375,2002,5.541569535
54,Pinus contorta,50379_5_107_6_4_126,-118.2916667,-118.2987,36.375,36.383,2012,4.131058509
54,Pinus contorta,50379_5_107_6_4_126,-118.2916667,-118.2947,36.375,36.375,2012,4.131058509
55,Pinus contorta,50463_3_63_6_1_100,-121.4166667,-121.4247,40,40.006,2015,4.684855497
55,Pinus contorta,50463_3_63_6_1_100,-121.4166667,-121.4237,40,40.008,2015,4.684855497
56,Pinus contorta,50463_3_63_6_1_100,-121.4166667,-121.4247,40,40.006,2005,3.343483183
56,Pinus contorta,50463_3_63_6_1_100,-121.4166667,-121.4237,40,40.008,2005,3.343483183
57,Pinus contorta,50463_3_63_6_1_105,-121.4166667,-121.4257,40,40.001,2005,0.343215183
57,Pinus contorta,50463_3_63_6_1_105,-121.4166667,-121.4207,40,40.004,2005,0.343215183
58,Pinus contorta,50463_3_63_6_1_105,-121.4166667,-121.4257,40,40.001,2015,2.040551497
58,Pinus contorta,50463_3_63_6_1_105,-121.4166667,-121.4207,40,40.004,2015,2.040551497
59,Pinus contorta,50463_3_63_6_1_106,-121.4166667,-121.4247,40,40.007,2005,0.127094183
59,Pinus contorta,50463_3_63_6_1_106,-121.4166667,-121.4227,40,40.001,2005,0.127094183
60,Pinus contorta,50463_3_63_6_1_106,-121.4166667,-121.4247,40,40.007,2015,1.722726497
60,Pinus contorta,50463_3_63_6_1_106,-121.4166667,-121.4227,40,40.001,2015,1.722726497
61,Pinus contorta,50463_3_63_6_1_110,-121.4166667,-121.4257,40,40.003,2005,0.228798183
61,Pinus contorta,50463_3_63_6_1_110,-121.4166667,-121.4187,40,40.003,2005,0.228798183
62,Pinus contorta,50463_3_63_6_1_110,-121.4166667,-121.4257,40,40.003,2015,1.938847497
62,Pinus contorta,50463_3_63_6_1_110,-121.4166667,-121.4187,40,40.003,2015,1.938847497
63,Pinus contorta,50463_3_63_6_2_125,-121.4166667,-121.4177,40,40.009,2005,1.233125183
64,Pinus contorta,50463_3_63_6_2_125,-121.4166667,-121.4177,40,40.009,2015,2.892322497
65,Pinus contorta,50463_3_63_6_2_127,-121.4166667,-121.4247,40,40.007,2005,1.576376183
65,Pinus contorta,50463_3_63_6_2_127,-121.4166667,-121.4197,40,40.005,2005,1.576376183
66,Pinus contorta,50463_3_63_6_2_127,-121.4166667,-121.4247,40,40.007,2015,3.032165497
66,Pinus contorta,50463_3_63_6_2_127,-121.4166667,-121.4197,40,40.005,2015,3.032165497
67,Pinus contorta,50463_3_63_6_2_130,-121.4166667,-121.4177,40,40.001,2015,2.752479497
67,Pinus contorta,50463_3_63_6_2_130,-121.4166667,-121.4167,40,40.008,2015,2.752479497
68,Pinus contorta,50463_3_63_6_2_130,-121.4166667,-121.4177,40,40.001,2005,1.029717183
68,Pinus contorta,50463_3_63_6_2_130,-121.4166667,-121.4167,40,40.008,2005,1.029717183
69,Pinus contorta,50463_3_63_6_3_115,-121.4166667,-121.4237,40,40.004,2005,1.258551183
70,Pinus contorta,50463_3_63_6_3_115,-121.4166667,-121.4237,40,40.004,2015,2.866896497
71,Pinus contorta,50463_3_63_6_3_116,-121.4166667,-121.4197,40,40.003,2005,1.601802183
71,Pinus contorta,50463_3_63_6_3_116,-121.4166667,-121.4187,40,40.007,2005,1.601802183
72,Pinus contorta,50463_3_63_6_3_116,-121.4166667,-121.4197,40,40.003,2015,3.133869497
72,Pinus contorta,50463_3_63_6_3_116,-121.4166667,-121.4187,40,40.007,2015,3.133869497
73,Pinus contorta,50463_3_63_6_3_118,-121.4166667,-121.4207,40,40.009,2005,3.648595183
73,Pinus contorta,50463_3_63_6_3_118,-121.4166667,-121.4187,40,40.002,2005,3.648595183
74,Pinus contorta,50463_3_63_6_3_118,-121.4166667,-121.4207,40,40.009,2015,5.117097497
74,Pinus contorta,50463_3_63_6_3_118,-121.4166667,-121.4187,40,40.002,2015,5.117097497
75,Pinus contorta,50595_5_5_6_2_109,-120.2083333,-120.2163,38.54166667,38.5467,2014,2.125469933
75,Pinus contorta,50595_5_5_6_2_109,-120.2083333,-120.2133,38.54166667,38.5427,2014,2.125469933
75,Pinus contorta,50595_5_5_6_2_109,-120.2083333,-120.2093,38.54166667,38.5457,2014,2.125469933
76,Pinus contorta,50595_5_5_6_2_109,-120.2083333,-120.2163,38.54166667,38.5467,2004,2.562435693
76,Pinus contorta,50595_5_5_6_2_109,-120.2083333,-120.2133,38.54166667,38.5427,2004,2.562435693
76,Pinus contorta,50595_5_5_6_2_109,-120.2083333,-120.2093,38.54166667,38.5457,2004,2.562435693
77,Pinus contorta,50595_5_5_6_2_109,-120.2083333,-120.2163,38.54166667,38.5467,2014,2.125469933
77,Pinus contorta,50595_5_5_6_2_109,-120.2083333,-120.2133,38.54166667,38.5427,2014,2.125469933
77,Pinus contorta,50595_5_5_6_2_109,-120.2083333,-120.2093,38.54166667,38.5457,2014,2.125469933
78,Pinus contorta,50595_5_5_6_2_111,-120.2083333,-120.2173,38.54166667,38.5417,2014,2.354303933
78,Pinus contorta,50595_5_5_6_2_111,-120.2083333,-120.2143,38.54166667,38.5467,2014,2.354303933
78,Pinus contorta,50595_5_5_6_2_111,-120.2083333,-120.2103,38.54166667,38.5487,2014,2.354303933
79,Pinus contorta,50595_5_5_6_2_111,-120.2083333,-120.2173,38.54166667,38.5417,2004,2.867547693
79,Pinus contorta,50595_5_5_6_2_111,-120.2083333,-120.2143,38.54166667,38.5467,2004,2.867547693
79,Pinus contorta,50595_5_5_6_2_111,-120.2083333,-120.2103,38.54166667,38.5487,2004,2.867547693
80,Pinus contorta,50595_5_5_6_2_111,-120.2083333,-120.2173,38.54166667,38.5417,2014,2.354303933
80,Pinus contorta,50595_5_5_6_2_111,-120.2083333,-120.2143,38.54166667,38.5467,2014,2.354303933
80,Pinus contorta,50595_5_5_6_2_111,-120.2083333,-120.2103,38.54166667,38.5487,2014,2.354303933
81,Pinus contorta,50595_5_5_6_2_112,-120.2083333,-120.2153,38.54166667,38.5477,2014,1.604236933
81,Pinus contorta,50595_5_5_6_2_112,-120.2083333,-120.2133,38.54166667,38.5417,2014,1.604236933
81,Pinus contorta,50595_5_5_6_2_112,-120.2083333,-120.2123,38.54166667,38.5447,2014,1.604236933
82,Pinus contorta,50595_5_5_6_2_112,-120.2083333,-120.2153,38.54166667,38.5477,2004,2.155619693
82,Pinus contorta,50595_5_5_6_2_112,-120.2083333,-120.2133,38.54166667,38.5417,2004,2.155619693
82,Pinus contorta,50595_5_5_6_2_112,-120.2083333,-120.2123,38.54166667,38.5447,2004,2.155619693
83,Pinus contorta,50595_5_5_6_2_112,-120.2083333,-120.2153,38.54166667,38.5477,2014,1.604236933
83,Pinus contorta,50595_5_5_6_2_112,-120.2083333,-120.2133,38.54166667,38.5417,2014,1.604236933
83,Pinus contorta,50595_5_5_6_2_112,-120.2083333,-120.2123,38.54166667,38.5447,2014,1.604236933
84,Pinus contorta,50595_5_5_6_2_113,-120.2083333,-120.2163,38.54166667,38.5487,2014,1.591523933
84,Pinus contorta,50595_5_5_6_2_113,-120.2083333,-120.2113,38.54166667,38.5447,2014,1.591523933
84,Pinus contorta,50595_5_5_6_2_113,-120.2083333,-120.2103,38.54166667,38.5447,2014,1.591523933
85,Pinus contorta,50595_5_5_6_2_113,-120.2083333,-120.2163,38.54166667,38.5487,2004,2.142906693
85,Pinus contorta,50595_5_5_6_2_113,-120.2083333,-120.2113,38.54166667,38.5447,2004,2.142906693
85,Pinus contorta,50595_5_5_6_2_113,-120.2083333,-120.2103,38.54166667,38.5447,2004,2.142906693
86,Pinus contorta,50595_5_5_6_2_113,-120.2083333,-120.2163,38.54166667,38.5487,2014,1.591523933
86,Pinus contorta,50595_5_5_6_2_113,-120.2083333,-120.2113,38.54166667,38.5447,2014,1.591523933
86,Pinus contorta,50595_5_5_6_2_113,-120.2083333,-120.2103,38.54166667,38.5447,2014,1.591523933
87,Pinus contorta,50595_5_5_6_2_114,-120.2083333,-120.2153,38.54166667,38.5437,2014,1.845783933
87,Pinus contorta,50595_5_5_6_2_114,-120.2083333,-120.2143,38.54166667,38.5427,2014,1.845783933
88,Pinus contorta,50595_5_5_6_2_114,-120.2083333,-120.2153,38.54166667,38.5437,2014,1.845783933
88,Pinus contorta,50595_5_5_6_2_114,-120.2083333,-120.2143,38.54166667,38.5427,2014,1.845783933
89,Pinus contorta,50595_5_5_6_2_114,-120.2083333,-120.2153,38.54166667,38.5437,2004,2.384453693
89,Pinus contorta,50595_5_5_6_2_114,-120.2083333,-120.2143,38.54166667,38.5427,2004,2.384453693
90,Pinus contorta,50595_5_5_6_2_117,-120.2083333,-120.2123,38.54166667,38.5487,2014,1.705940933
90,Pinus contorta,50595_5_5_6_2_117,-120.2083333,-120.2093,38.54166667,38.5417,2014,1.705940933
90,Pinus contorta,50595_5_5_6_2_117,-120.2083333,-120.2083,38.54166667,38.5457,2014,1.705940933
91,Pinus contorta,50595_5_5_6_2_117,-120.2083333,-120.2123,38.54166667,38.5487,2004,2.181045693
91,Pinus contorta,50595_5_5_6_2_117,-120.2083333,-120.2093,38.54166667,38.5417,2004,2.181045693
91,Pinus contorta,50595_5_5_6_2_117,-120.2083333,-120.2083,38.54166667,38.5457,2004,2.181045693
92,Pinus contorta,50595_5_5_6_2_117,-120.2083333,-120.2123,38.54166667,38.5487,2014,1.705940933
92,Pinus contorta,50595_5_5_6_2_117,-120.2083333,-120.2093,38.54166667,38.5417,2014,1.705940933
92,Pinus contorta,50595_5_5_6_2_117,-120.2083333,-120.2083,38.54166667,38.5457,2014,1.705940933
93,Pinus contorta,50651_5_19_6_2_126,-118.9166667,-118.9207,37,37.002,2002,2.73560305
94,Pinus contorta,50651_5_19_6_2_126,-118.9166667,-118.9207,37,37.002,2012,1.310493208
95,Pinus contorta,50651_5_19_6_3_110,-118.9166667,-118.9257,37,37.008,2002,1.28632105
95,Pinus contorta,50651_5_19_6_3_110,-118.9166667,-118.9227,37,37.003,2002,1.28632105
96,Pinus contorta,50651_5_19_6_3_110,-118.9166667,-118.9257,37,37.008,2012,-0.011658792
96,Pinus contorta,50651_5_19_6_3_110,-118.9166667,-118.9227,37,37.003,2012,-0.011658792
97,Pinus contorta,50651_5_19_6_3_112,-118.9166667,-118.9187,37,37.001,2002,2.86273305
97,Pinus contorta,50651_5_19_6_3_112,-118.9166667,-118.9167,37,37.009,2002,2.86273305
98,Pinus contorta,50651_5_19_6_3_112,-118.9166667,-118.9187,37,37.001,2012,1.564753208
98,Pinus contorta,50651_5_19_6_3_112,-118.9166667,-118.9167,37,37.009,2012,1.564753208
99,Pinus contorta,50651_5_19_6_4_113,-118.9166667,-118.9257,37,37.008,2002,2.721636208
99,Pinus contorta,50651_5_19_6_4_113,-118.9166667,-118.9247,37,37.008,2002,2.721636208
99,Pinus contorta,50651_5_19_6_4_113,-118.9166667,-118.9217,37,37.003,2002,2.721636208
99,Pinus contorta,50651_5_19_6_4_113,-118.9166667,-118.9207,37,37.006,2002,2.721636208
100,Pinus contorta,50651_5_19_6_4_113,-118.9166667,-118.9257,37,37.008,2002,4.21031105
100,Pinus contorta,50651_5_19_6_4_113,-118.9166667,-118.9247,37,37.008,2002,4.21031105
100,Pinus contorta,50651_5_19_6_4_113,-118.9166667,-118.9217,37,37.003,2002,4.21031105
100,Pinus contorta,50651_5_19_6_4_113,-118.9166667,-118.9207,37,37.006,2002,4.21031105
101,Pinus contorta,50651_5_19_6_4_113,-118.9166667,-118.9257,37,37.008,2012,2.721636208
101,Pinus contorta,50651_5_19_6_4_113,-118.9166667,-118.9247,37,37.008,2012,2.721636208
101,Pinus contorta,50651_5_19_6_4_113,-118.9166667,-118.9217,37,37.003,2012,2.721636208
101,Pinus contorta,50651_5_19_6_4_113,-118.9166667,-118.9207,37,37.006,2012,2.721636208
102,Pinus contorta,50651_5_19_6_4_113,-118.9166667,-118.9257,37,37.008,2012,4.21031105
102,Pinus contorta,50651_5_19_6_4_113,-118.9166667,-118.9247,37,37.008,2012,4.21031105
102,Pinus contorta,50651_5_19_6_4_113,-118.9166667,-118.9217,37,37.003,2012,4.21031105
102,Pinus contorta,50651_5_19_6_4_113,-118.9166667,-118.9207,37,37.006,2012,4.21031105
103,Pinus contorta,50651_5_19_6_4_123,-118.9166667,-118.9237,37,37.005,2002,4.35015405
103,Pinus contorta,50651_5_19_6_4_123,-118.9166667,-118.9217,37,37.006,2002,4.35015405
104,Pinus contorta,50651_5_19_6_4_123,-118.9166667,-118.9237,37,37.005,2012,2.899618208
104,Pinus contorta,50651_5_19_6_4_123,-118.9166667,-118.9217,37,37.006,2012,2.899618208
105,Pinus contorta,51012_3_7_6_3_18,-121.4166667,-121.4207,40.08333333,40.0893,2010,2.351239484
105,Pinus contorta,51012_3_7_6_3_18,-121.4166667,-121.4187,40.08333333,40.0883,2010,2.351239484
106,Pinus contorta,51012_3_7_6_3_18,-121.4166667,-121.4207,40.08333333,40.0893,2020,1.290864915
106,Pinus contorta,51012_3_7_6_3_18,-121.4166667,-121.4187,40.08333333,40.0883,2020,1.290864915
107,Pinus contorta,51012_3_7_6_3_23,-121.4166667,-121.4197,40.08333333,40.0873,2010,1.346912484
108,Pinus contorta,51012_3_7_6_3_23,-121.4166667,-121.4197,40.08333333,40.0873,2020,0.286537915
109,Pinus contorta,51012_3_7_6_3_26,-121.4166667,-121.4227,40.08333333,40.0883,2020,1.214586915
109,Pinus contorta,51012_3_7_6_3_26,-121.4166667,-121.4167,40.08333333,40.0923,2020,1.214586915
110,Pinus contorta,51012_3_7_6_3_26,-121.4166667,-121.4227,40.08333333,40.0883,2010,2.363952484
110,Pinus contorta,51012_3_7_6_3_26,-121.4166667,-121.4167,40.08333333,40.0923,2010,2.363952484
111,Pinus contorta,51544_5_19_6_1_100,-119,-119.003,37.16666667,37.1717,2008,-0.835793998
111,Pinus contorta,51544_5_19_6_1_100,-119,-119.001,37.16666667,37.1707,2008,-0.835793998
112,Pinus contorta,51544_5_19_6_1_100,-119,-119.003,37.16666667,37.1717,2018,-0.33912712
112,Pinus contorta,51544_5_19_6_1_100,-119,-119.001,37.16666667,37.1707,2018,-0.33912712
113,Pinus contorta,51544_5_19_6_1_101,-119,-119.005,37.16666667,37.1727,2008,0.054116002
113,Pinus contorta,51544_5_19_6_1_101,-119,-119.003,37.16666667,37.1747,2008,0.054116002
114,Pinus contorta,51544_5_19_6_1_101,-119,-119.005,37.16666667,37.1727,2018,0.49993088
114,Pinus contorta,51544_5_19_6_1_101,-119,-119.003,37.16666667,37.1747,2018,0.49993088
115,Pinus contorta,51544_5_19_6_1_102,-119,-119.004,37.16666667,37.1737,2008,4.109563002
115,Pinus contorta,51544_5_19_6_1_102,-119,-119.003,37.16666667,37.1677,2008,4.109563002
116,Pinus contorta,51544_5_19_6_1_102,-119,-119.004,37.16666667,37.1737,2018,4.56809088
116,Pinus contorta,51544_5_19_6_1_102,-119,-119.003,37.16666667,37.1677,2018,4.56809088
117,Pinus contorta,51544_5_19_6_1_103,-119,-119.009,37.16666667,37.1667,2008,2.469586002
117,Pinus contorta,51544_5_19_6_1_103,-119,-119.002,37.16666667,37.1677,2008,2.469586002
118,Pinus contorta,51544_5_19_6_1_103,-119,-119.009,37.16666667,37.1667,2018,2.90268788
118,Pinus contorta,51544_5_19_6_1_103,-119,-119.002,37.16666667,37.1677,2018,2.90268788
119,Pinus contorta,51544_5_19_6_1_104,-119,-119.009,37.16666667,37.1667,2018,2.482299002
119,Pinus contorta,51544_5_19_6_1_104,-119,-119.003,37.16666667,37.1677,2018,2.482299002
119,Pinus contorta,51544_5_19_6_1_104,-119,-119.002,37.16666667,37.1747,2018,2.482299002
119,Pinus contorta,51544_5_19_6_1_104,-119,-119.001,37.16666667,37.1747,2018,2.482299002
120,Pinus contorta,51544_5_19_6_1_104,-119,-119.009,37.16666667,37.1667,2018,2.83912288
120,Pinus contorta,51544_5_19_6_1_104,-119,-119.003,37.16666667,37.1677,2018,2.83912288
120,Pinus contorta,51544_5_19_6_1_104,-119,-119.002,37.16666667,37.1747,2018,2.83912288
120,Pinus contorta,51544_5_19_6_1_104,-119,-119.001,37.16666667,37.1747,2018,2.83912288
121,Pinus contorta,51544_5_19_6_1_104,-119,-119.009,37.16666667,37.1667,2008,2.482299002
121,Pinus contorta,51544_5_19_6_1_104,-119,-119.003,37.16666667,37.1677,2008,2.482299002
121,Pinus contorta,51544_5_19_6_1_104,-119,-119.002,37.16666667,37.1747,2008,2.482299002
