,Species,TREE_ID,X_orig,X,Y_orig,Y,Year,logF_current
13530,Pinus jeffreyi,51290_3_63_6_2_310,-120.375,-120.384,39.75,39.759,2007,0.851850736
13530,Pinus jeffreyi,51290_3_63_6_2_310,-120.375,-120.383,39.75,39.758,2007,0.851850736
13531,Pinus jeffreyi,51290_3_63_6_2_317,-120.375,-120.383,39.75,39.75,2007,0.542293736
13531,Pinus jeffreyi,51290_3_63_6_2_317,-120.375,-120.375,39.75,39.75,2007,0.542293736
13532,Pinus jeffreyi,51290_3_63_6_2_317,-120.375,-120.383,39.75,39.75,2017,0.582404528
13532,Pinus jeffreyi,51290_3_63_6_2_317,-120.375,-120.375,39.75,39.75,2017,0.582404528
13533,Pinus jeffreyi,51290_3_63_6_2_319,-120.375,-120.384,39.75,39.759,2007,0.549023236
13533,Pinus jeffreyi,51290_3_63_6_2_319,-120.375,-120.378,39.75,39.752,2007,0.549023236
13534,Pinus jeffreyi,51290_3_63_6_2_319,-120.375,-120.384,39.75,39.759,2017,0.589134028
13534,Pinus jeffreyi,51290_3_63_6_2_319,-120.375,-120.378,39.75,39.752,2017,0.589134028
13535,Pinus jeffreyi,51290_3_63_6_4_328,-120.375,-120.383,39.75,39.758,2007,-0.225135472
13535,Pinus jeffreyi,51290_3_63_6_4_328,-120.375,-120.381,39.75,39.756,2007,-0.225135472
13535,Pinus jeffreyi,51290_3_63_6_4_328,-120.375,-120.38,39.75,39.756,2007,-0.225135472
13535,Pinus jeffreyi,51290_3_63_6_4_328,-120.375,-120.377,39.75,39.758,2007,-0.225135472
13536,Pinus jeffreyi,51290_3_63_6_4_328,-120.375,-120.383,39.75,39.758,2007,-0.150844764
13536,Pinus jeffreyi,51290_3_63_6_4_328,-120.375,-120.381,39.75,39.756,2007,-0.150844764
13536,Pinus jeffreyi,51290_3_63_6_4_328,-120.375,-120.38,39.75,39.756,2007,-0.150844764
13536,Pinus jeffreyi,51290_3_63_6_4_328,-120.375,-120.377,39.75,39.758,2007,-0.150844764
13537,Pinus jeffreyi,51290_3_63_6_4_328,-120.375,-120.383,39.75,39.758,2017,-0.225135472
13537,Pinus jeffreyi,51290_3_63_6_4_328,-120.375,-120.381,39.75,39.756,2017,-0.225135472
13537,Pinus jeffreyi,51290_3_63_6_4_328,-120.375,-120.38,39.75,39.756,2017,-0.225135472
13537,Pinus jeffreyi,51290_3_63_6_4_328,-120.375,-120.377,39.75,39.758,2017,-0.225135472
13538,Pinus jeffreyi,51290_3_63_6_4_328,-120.375,-120.383,39.75,39.758,2017,-0.150844764
13538,Pinus jeffreyi,51290_3_63_6_4_328,-120.375,-120.381,39.75,39.756,2017,-0.150844764
13538,Pinus jeffreyi,51290_3_63_6_4_328,-120.375,-120.38,39.75,39.756,2017,-0.150844764
13538,Pinus jeffreyi,51290_3_63_6_4_328,-120.375,-120.377,39.75,39.758,2017,-0.150844764
13539,Pinus jeffreyi,51290_3_63_6_4_329,-120.375,-120.381,39.75,39.75,2007,1.033547236
13539,Pinus jeffreyi,51290_3_63_6_4_329,-120.375,-120.379,39.75,39.757,2007,1.033547236
13540,Pinus jeffreyi,51290_3_63_6_4_329,-120.375,-120.381,39.75,39.75,2017,1.006363028
13540,Pinus jeffreyi,51290_3_63_6_4_329,-120.375,-120.379,39.75,39.757,2017,1.006363028
13541,Pinus jeffreyi,51290_3_63_6_4_330,-120.375,-120.383,39.75,39.758,2007,-0.043172764
13541,Pinus jeffreyi,51290_3_63_6_4_330,-120.375,-120.378,39.75,39.751,2007,-0.043172764
13542,Pinus jeffreyi,51290_3_63_6_4_332,-120.375,-120.384,39.75,39.757,2007,0.690342736
13542,Pinus jeffreyi,51290_3_63_6_4_332,-120.375,-120.378,39.75,39.756,2007,0.690342736
13543,Pinus jeffreyi,51290_3_63_6_4_332,-120.375,-120.384,39.75,39.757,2017,0.683347028
13543,Pinus jeffreyi,51290_3_63_6_4_332,-120.375,-120.378,39.75,39.756,2017,0.683347028
13544,Pinus jeffreyi,51290_3_63_6_4_333,-120.375,-120.377,39.75,39.75,2007,0.468269236
13544,Pinus jeffreyi,51290_3_63_6_4_333,-120.375,-120.375,39.75,39.754,2007,0.468269236
13545,Pinus jeffreyi,51290_3_63_6_4_333,-120.375,-120.377,39.75,39.75,2017,0.427626028
13545,Pinus jeffreyi,51290_3_63_6_4_333,-120.375,-120.375,39.75,39.754,2017,0.427626028
13546,Pinus jeffreyi,51290_3_63_6_4_334,-120.375,-120.378,39.75,39.751,2007,-0.238328264
13546,Pinus jeffreyi,51290_3_63_6_4_334,-120.375,-120.375,39.75,39.759,2007,-0.238328264
13547,Pinus jeffreyi,51290_3_63_6_4_334,-120.375,-120.378,39.75,39.751,2017,-0.299159972
13547,Pinus jeffreyi,51290_3_63_6_4_334,-120.375,-120.375,39.75,39.759,2017,-0.299159972
13548,Pinus jeffreyi,51290_3_63_6_4_335,-120.375,-120.382,39.75,39.758,2017,-0.299159972
13548,Pinus jeffreyi,51290_3_63_6_4_335,-120.375,-120.378,39.75,39.756,2017,-0.299159972
13549,Pinus jeffreyi,51290_3_63_6_4_335,-120.375,-120.382,39.75,39.758,2007,-0.164303764
13549,Pinus jeffreyi,51290_3_63_6_4_335,-120.375,-120.378,39.75,39.756,2007,-0.164303764
13550,Pinus jeffreyi,51306_5_19_6_2_121,-119.0416667,-119.0487,37.375,37.377,2003,0.332848759
13550,Pinus jeffreyi,51306_5_19_6_2_121,-119.0416667,-119.0427,37.375,37.378,2003,0.332848759
13551,Pinus jeffreyi,51306_5_19_6_2_121,-119.0416667,-119.0487,37.375,37.377,2003,1.36057983
13551,Pinus jeffreyi,51306_5_19_6_2_121,-119.0416667,-119.0427,37.375,37.378,2003,1.36057983
13552,Pinus jeffreyi,51306_5_19_6_2_121,-119.0416667,-119.0487,37.375,37.377,2013,0.332848759
13552,Pinus jeffreyi,51306_5_19_6_2_121,-119.0416667,-119.0427,37.375,37.378,2013,0.332848759
13553,Pinus jeffreyi,51306_5_19_6_2_121,-119.0416667,-119.0487,37.375,37.377,2013,1.36057983
13553,Pinus jeffreyi,51306_5_19_6_2_121,-119.0416667,-119.0427,37.375,37.378,2013,1.36057983
13554,Pinus jeffreyi,51306_5_19_6_2_122,-119.0416667,-119.0487,37.375,37.38,2013,1.93258733
13554,Pinus jeffreyi,51306_5_19_6_2_122,-119.0416667,-119.0467,37.375,37.38,2013,1.93258733
13555,Pinus jeffreyi,51306_5_19_6_2_122,-119.0416667,-119.0487,37.375,37.38,2003,0.911585759
13555,Pinus jeffreyi,51306_5_19_6_2_122,-119.0416667,-119.0467,37.375,37.38,2003,0.911585759
13556,Pinus jeffreyi,51306_5_19_6_2_124,-119.0416667,-119.0477,37.375,37.378,2013,0.30404833
13556,Pinus jeffreyi,51306_5_19_6_2_124,-119.0416667,-119.0457,37.375,37.384,2013,0.30404833
13557,Pinus jeffreyi,51306_5_19_6_2_124,-119.0416667,-119.0477,37.375,37.378,2003,-0.710223741
13557,Pinus jeffreyi,51306_5_19_6_2_124,-119.0416667,-119.0457,37.375,37.384,2003,-0.710223741
13558,Pinus jeffreyi,51306_5_19_6_2_125,-119.0416667,-119.0507,37.375,37.382,2003,0.191529259
13558,Pinus jeffreyi,51306_5_19_6_2_125,-119.0416667,-119.0457,37.375,37.377,2003,0.191529259
13559,Pinus jeffreyi,51306_5_19_6_2_125,-119.0416667,-119.0507,37.375,37.382,2013,1.25290783
13559,Pinus jeffreyi,51306_5_19_6_2_125,-119.0416667,-119.0457,37.375,37.377,2013,1.25290783
13560,Pinus jeffreyi,51306_5_19_6_2_126,-119.0416667,-119.0507,37.375,37.384,2003,-0.044003241
13560,Pinus jeffreyi,51306_5_19_6_2_126,-119.0416667,-119.0467,37.375,37.383,2003,-0.044003241
13561,Pinus jeffreyi,51306_5_19_6_2_126,-119.0416667,-119.0507,37.375,37.384,2013,1.01737533
13561,Pinus jeffreyi,51306_5_19_6_2_126,-119.0416667,-119.0467,37.375,37.383,2013,1.01737533
13562,Pinus jeffreyi,51306_5_19_6_3_135,-119.0416667,-119.0447,37.375,37.376,2003,1.631642259
13562,Pinus jeffreyi,51306_5_19_6_3_135,-119.0416667,-119.0427,37.375,37.377,2003,1.631642259
13563,Pinus jeffreyi,51306_5_19_6_3_135,-119.0416667,-119.0447,37.375,37.376,2013,2.94201233
13563,Pinus jeffreyi,51306_5_19_6_3_135,-119.0416667,-119.0427,37.375,37.377,2013,2.94201233
13564,Pinus jeffreyi,51306_5_19_6_4_137,-119.0416667,-119.0487,37.375,37.38,2003,-0.414125741
13564,Pinus jeffreyi,51306_5_19_6_4_137,-119.0416667,-119.0477,37.375,37.376,2003,-0.414125741
13565,Pinus jeffreyi,51306_5_19_6_4_137,-119.0416667,-119.0487,37.375,37.38,2013,0.62706433
13565,Pinus jeffreyi,51306_5_19_6_4_137,-119.0416667,-119.0477,37.375,37.376,2013,0.62706433
13566,Pinus jeffreyi,51464_2_93_6_3_116,-123.1666667,-123.1687,41.91666667,41.9247,2018,1.153406501
13566,Pinus jeffreyi,51464_2_93_6_3_116,-123.1666667,-123.1677,41.91666667,41.9197,2018,1.153406501
13567,Pinus jeffreyi,51464_2_93_6_4_128,-123.1666667,-123.1757,41.91666667,41.9167,2018,0.621776001
13567,Pinus jeffreyi,51464_2_93_6_4_128,-123.1666667,-123.1737,41.91666667,41.9227,2018,0.621776001
13568,Pinus jeffreyi,51499_2_35_6_2_306,-120.875,-120.879,41,41,2006,-0.117044721
13568,Pinus jeffreyi,51499_2_35_6_2_306,-120.875,-120.878,41,41.006,2006,-0.117044721
13569,Pinus jeffreyi,51499_2_35_6_2_306,-120.875,-120.879,41,41,2016,1.101451791
13569,Pinus jeffreyi,51499_2_35_6_2_306,-120.875,-120.878,41,41.006,2016,1.101451791
13570,Pinus jeffreyi,51499_2_35_6_2_307,-120.875,-120.877,41,41,2006,0.448233279
13571,Pinus jeffreyi,51499_2_35_6_2_307,-120.875,-120.877,41,41,2016,1.653270791
13572,Pinus jeffreyi,51541_2_89_6_1_100,-121.375,-121.383,40.75,40.751,2018,1.65087418
13572,Pinus jeffreyi,51541_2_89_6_1_100,-121.375,-121.38,40.75,40.759,2018,1.65087418
13573,Pinus jeffreyi,51541_2_89_6_1_103,-121.375,-121.379,40.75,40.759,2018,2.07483268
13573,Pinus jeffreyi,51541_2_89_6_1_103,-121.375,-121.376,40.75,40.756,2018,2.07483268
13574,Pinus jeffreyi,51541_2_89_6_1_104,-121.375,-121.381,40.75,40.757,2018,1.54320218
13574,Pinus jeffreyi,51541_2_89_6_1_104,-121.375,-121.38,40.75,40.752,2018,1.54320218
13575,Pinus jeffreyi,51541_2_89_6_2_107,-121.375,-121.384,40.75,40.756,2018,1.50955468
13575,Pinus jeffreyi,51541_2_89_6_2_107,-121.375,-121.38,40.75,40.759,2018,1.50955468
13576,Pinus jeffreyi,51541_2_89_6_3_123,-121.375,-121.38,40.75,40.755,2008,0.568235107
13576,Pinus jeffreyi,51541_2_89_6_3_123,-121.375,-121.375,40.75,40.758,2008,0.568235107
13577,Pinus jeffreyi,51541_2_89_6_3_123,-121.375,-121.38,40.75,40.755,2018,2.01426718
13577,Pinus jeffreyi,51541_2_89_6_3_123,-121.375,-121.375,40.75,40.758,2018,2.01426718
13578,Pinus jeffreyi,51541_2_89_6_3_125,-121.375,-121.379,40.75,40.752,2008,0.278866607
13578,Pinus jeffreyi,51541_2_89_6_3_125,-121.375,-121.378,40.75,40.759,2008,0.278866607
13579,Pinus jeffreyi,51541_2_89_6_3_126,-121.375,-121.377,40.75,40.754,2018,1.77200518
13579,Pinus jeffreyi,51541_2_89_6_3_126,-121.375,-121.375,40.75,40.754,2018,1.77200518
13580,Pinus jeffreyi,51541_2_89_6_3_126,-121.375,-121.377,40.75,40.754,2008,0.379809107
13580,Pinus jeffreyi,51541_2_89_6_3_126,-121.375,-121.375,40.75,40.754,2008,0.379809107
13581,Pinus jeffreyi,51541_2_89_6_3_128,-121.375,-121.382,40.75,40.754,2008,0.130817607
13581,Pinus jeffreyi,51541_2_89_6_3_128,-121.375,-121.379,40.75,40.75,2008,0.130817607
13582,Pinus jeffreyi,51541_2_89_6_3_128,-121.375,-121.382,40.75,40.754,2018,1.51628418
13582,Pinus jeffreyi,51541_2_89_6_3_128,-121.375,-121.379,40.75,40.75,2018,1.51628418
13583,Pinus jeffreyi,51541_2_89_6_4_109,-121.375,-121.38,40.75,40.753,2008,0.258678107
13583,Pinus jeffreyi,51541_2_89_6_4_109,-121.375,-121.375,40.75,40.755,2008,0.258678107
13584,Pinus jeffreyi,51541_2_89_6_4_110,-121.375,-121.384,40.75,40.754,2008,0.332702607
13584,Pinus jeffreyi,51541_2_89_6_4_110,-121.375,-121.377,40.75,40.757,2008,0.332702607
13585,Pinus jeffreyi,51541_2_89_6_4_110,-121.375,-121.384,40.75,40.754,2018,1.73835768
13585,Pinus jeffreyi,51541_2_89_6_4_110,-121.375,-121.377,40.75,40.757,2018,1.73835768
13586,Pinus jeffreyi,51541_2_89_6_4_111,-121.375,-121.384,40.75,40.757,2018,1.78546418
13587,Pinus jeffreyi,51541_2_89_6_4_111,-121.375,-121.384,40.75,40.757,2008,0.379809107
13588,Pinus jeffreyi,51541_2_89_6_4_113,-121.375,-121.382,40.75,40.755,2008,0.231760107
13588,Pinus jeffreyi,51541_2_89_6_4_113,-121.375,-121.379,40.75,40.759,2008,0.231760107
13589,Pinus jeffreyi,51541_2_89_6_4_113,-121.375,-121.382,40.75,40.755,2018,1.61722668
13589,Pinus jeffreyi,51541_2_89_6_4_113,-121.375,-121.379,40.75,40.759,2018,1.61722668
13590,Pinus jeffreyi,51541_2_89_6_4_114,-121.375,-121.379,40.75,40.754,2008,0.346161607
13590,Pinus jeffreyi,51541_2_89_6_4_114,-121.375,-121.375,40.75,40.754,2008,0.346161607
13591,Pinus jeffreyi,51541_2_89_6_4_114,-121.375,-121.379,40.75,40.754,2018,1.74508718
13591,Pinus jeffreyi,51541_2_89_6_4_114,-121.375,-121.375,40.75,40.754,2018,1.74508718
13592,Pinus jeffreyi,51541_2_89_6_4_115,-121.375,-121.382,40.75,40.752,2008,0.568235107
13592,Pinus jeffreyi,51541_2_89_6_4_115,-121.375,-121.376,40.75,40.752,2008,0.568235107
13593,Pinus jeffreyi,51541_2_89_6_4_115,-121.375,-121.382,40.75,40.752,2018,2.01426718
13593,Pinus jeffreyi,51541_2_89_6_4_115,-121.375,-121.376,40.75,40.752,2018,2.01426718
13594,Pinus jeffreyi,51541_2_89_6_4_116,-121.375,-121.381,40.75,40.758,2008,0.103899607
13594,Pinus jeffreyi,51541_2_89_6_4_116,-121.375,-121.375,40.75,40.755,2008,0.103899607
13595,Pinus jeffreyi,51541_2_89_6_4_117,-121.375,-121.382,40.75,40.751,2008,0.137547107
13595,Pinus jeffreyi,51541_2_89_6_4_117,-121.375,-121.38,40.75,40.75,2008,0.137547107
13596,Pinus jeffreyi,51541_2_89_6_4_118,-121.375,-121.379,40.75,40.753,2008,0.554776107
13596,Pinus jeffreyi,51541_2_89_6_4_118,-121.375,-121.375,40.75,40.756,2008,0.554776107
13597,Pinus jeffreyi,51541_2_89_6_4_118,-121.375,-121.379,40.75,40.753,2018,1.97389018
13597,Pinus jeffreyi,51541_2_89_6_4_118,-121.375,-121.375,40.75,40.756,2018,1.97389018
13598,Pinus jeffreyi,51541_2_89_6_4_119,-121.375,-121.383,40.75,40.757,2008,0.157735607
13598,Pinus jeffreyi,51541_2_89_6_4_119,-121.375,-121.38,40.75,40.756,2008,0.157735607
13599,Pinus jeffreyi,51541_2_89_6_4_120,-121.375,-121.384,40.75,40.758,2008,0.157735607
13599,Pinus jeffreyi,51541_2_89_6_4_120,-121.375,-121.378,40.75,40.753,2008,0.157735607
13600,Pinus jeffreyi,51541_2_89_6_4_120,-121.375,-121.384,40.75,40.758,2018,1.54993168
13600,Pinus jeffreyi,51541_2_89_6_4_120,-121.375,-121.378,40.75,40.753,2018,1.54993168
13601,Pinus jeffreyi,51541_2_89_6_4_121,-121.375,-121.384,40.75,40.758,2008,0.218301107
13601,Pinus jeffreyi,51541_2_89_6_4_121,-121.375,-121.381,40.75,40.757,2008,0.218301107
13602,Pinus jeffreyi,51640_3_17_6_4_109,-120.4166667,-120.4257,38.58333333,38.5903,2001,1.584112674
13602,Pinus jeffreyi,51640_3_17_6_4_109,-120.4166667,-120.4187,38.58333333,38.5893,2001,1.584112674
13602,Pinus jeffreyi,51640_3_17_6_4_109,-120.4166667,-120.4177,38.58333333,38.5853,2001,1.584112674
13603,Pinus jeffreyi,51640_3_17_6_4_110,-120.4166667,-120.4207,38.58333333,38.5843,2001,1.557194674
13604,Pinus jeffreyi,51640_3_17_6_4_112,-120.4166667,-120.4247,38.58333333,38.5893,2001,1.725432174
13604,Pinus jeffreyi,51640_3_17_6_4_112,-120.4166667,-120.4227,38.58333333,38.5893,2001,1.725432174
13604,Pinus jeffreyi,51640_3_17_6_4_112,-120.4166667,-120.4167,38.58333333,38.5923,2001,1.725432174
13605,Pinus jeffreyi,51672_6_65_6_2_104,-116.6666667,-116.6757,33.79166667,33.7987,2014,2.120008443
13605,Pinus jeffreyi,51672_6_65_6_2_104,-116.6666667,-116.6747,33.79166667,33.7957,2014,2.120008443
13605,Pinus jeffreyi,51672_6_65_6_2_104,-116.6666667,-116.6727,33.79166667,33.7987,2014,2.120008443
13606,Pinus jeffreyi,51672_6_65_6_2_104,-116.6666667,-116.6757,33.79166667,33.7987,2004,2.842780889
13606,Pinus jeffreyi,51672_6_65_6_2_104,-116.6666667,-116.6747,33.79166667,33.7957,2004,2.842780889
13606,Pinus jeffreyi,51672_6_65_6_2_104,-116.6666667,-116.6727,33.79166667,33.7987,2004,2.842780889
13607,Pinus jeffreyi,51672_6_65_6_2_104,-116.6666667,-116.6757,33.79166667,33.7987,2014,2.120008443
13607,Pinus jeffreyi,51672_6_65_6_2_104,-116.6666667,-116.6747,33.79166667,33.7957,2014,2.120008443
13607,Pinus jeffreyi,51672_6_65_6_2_104,-116.6666667,-116.6727,33.79166667,33.7987,2014,2.120008443
13608,Pinus jeffreyi,51672_6_65_6_3_118,-116.6666667,-116.6697,33.79166667,33.7937,2014,2.395917943
13608,Pinus jeffreyi,51672_6_65_6_3_118,-116.6666667,-116.6667,33.79166667,33.7997,2014,2.395917943
13609,Pinus jeffreyi,51672_6_65_6_3_118,-116.6666667,-116.6697,33.79166667,33.7937,2014,2.395917943
13609,Pinus jeffreyi,51672_6_65_6_3_118,-116.6666667,-116.6667,33.79166667,33.7997,2014,2.395917943
13610,Pinus jeffreyi,51672_6_65_6_3_118,-116.6666667,-116.6697,33.79166667,33.7937,2004,3.374411389
13610,Pinus jeffreyi,51672_6_65_6_3_118,-116.6666667,-116.6667,33.79166667,33.7997,2004,3.374411389
13611,Pinus jeffreyi,51672_6_65_6_4_114,-116.6666667,-116.6757,33.79166667,33.7937,2014,3.015031943
13611,Pinus jeffreyi,51672_6_65_6_4_114,-116.6666667,-116.6747,33.79166667,33.7997,2014,3.015031943
13611,Pinus jeffreyi,51672_6_65_6_4_114,-116.6666667,-116.6687,33.79166667,33.7997,2014,3.015031943
13612,Pinus jeffreyi,51672_6_65_6_4_114,-116.6666667,-116.6757,33.79166667,33.7937,2014,3.015031943
13612,Pinus jeffreyi,51672_6_65_6_4_114,-116.6666667,-116.6747,33.79166667,33.7997,2014,3.015031943
13612,Pinus jeffreyi,51672_6_65_6_4_114,-116.6666667,-116.6687,33.79166667,33.7997,2014,3.015031943
13613,Pinus jeffreyi,51672_6_65_6_4_114,-116.6666667,-116.6757,33.79166667,33.7937,2004,3.751263389
13613,Pinus jeffreyi,51672_6_65_6_4_114,-116.6666667,-116.6747,33.79166667,33.7997,2004,3.751263389
13613,Pinus jeffreyi,51672_6_65_6_4_114,-116.6666667,-116.6687,33.79166667,33.7997,2004,3.751263389
13614,Pinus jeffreyi,51672_6_65_6_4_115,-116.6666667,-116.6747,33.79166667,33.7927,2014,2.214221443
13614,Pinus jeffreyi,51672_6_65_6_4_115,-116.6666667,-116.6737,33.79166667,33.7917,2014,2.214221443
13614,Pinus jeffreyi,51672_6_65_6_4_115,-116.6666667,-116.6727,33.79166667,33.7927,2014,2.214221443
13615,Pinus jeffreyi,51672_6_65_6_4_115,-116.6666667,-116.6747,33.79166667,33.7927,2004,2.916805389
13615,Pinus jeffreyi,51672_6_65_6_4_115,-116.6666667,-116.6737,33.79166667,33.7917,2004,2.916805389
13615,Pinus jeffreyi,51672_6_65_6_4_115,-116.6666667,-116.6727,33.79166667,33.7927,2004,2.916805389
13616,Pinus jeffreyi,51672_6_65_6_4_115,-116.6666667,-116.6747,33.79166667,33.7927,2014,2.214221443
13616,Pinus jeffreyi,51672_6_65_6_4_115,-116.6666667,-116.6737,33.79166667,33.7917,2014,2.214221443
13616,Pinus jeffreyi,51672_6_65_6_4_115,-116.6666667,-116.6727,33.79166667,33.7927,2014,2.214221443
13617,Pinus jeffreyi,51824_5_109_6_1_303,-119.75,-119.75,37.875,37.875,2017,3.911223754
13618,Pinus jeffreyi,51824_5_109_6_1_303,-119.75,-119.75,37.875,37.875,2007,4.30417186
13619,Pinus jeffreyi,51824_5_109_6_2_304,-119.75,-119.752,37.875,37.881,2007,3.54373836
13619,Pinus jeffreyi,51824_5_109_6_2_304,-119.75,-119.751,37.875,37.884,2007,3.54373836
13620,Pinus jeffreyi,51824_5_109_6_2_304,-119.75,-119.752,37.875,37.881,2017,3.197896754
13620,Pinus jeffreyi,51824_5_109_6_2_304,-119.75,-119.751,37.875,37.884,2017,3.197896754
13621,Pinus jeffreyi,51824_5_109_6_2_305,-119.75,-119.754,37.875,37.883,2007,3.92059036
13621,Pinus jeffreyi,51824_5_109_6_2_305,-119.75,-119.751,37.875,37.877,2007,3.92059036
13622,Pinus jeffreyi,51824_5_109_6_2_305,-119.75,-119.754,37.875,37.883,2017,3.588207754
13622,Pinus jeffreyi,51824_5_109_6_2_305,-119.75,-119.751,37.875,37.877,2017,3.588207754
13623,Pinus jeffreyi,51824_5_109_6_3_308,-119.75,-119.754,37.875,37.878,2007,2.09689586
13623,Pinus jeffreyi,51824_5_109_6_3_308,-119.75,-119.75,37.875,37.877,2007,2.09689586
13624,Pinus jeffreyi,51824_5_109_6_3_308,-119.75,-119.754,37.875,37.878,2017,1.737595254
13624,Pinus jeffreyi,51824_5_109_6_3_308,-119.75,-119.75,37.875,37.877,2017,1.737595254
13625,Pinus jeffreyi,51824_5_109_6_3_311,-119.75,-119.754,37.875,37.876,2017,2.000045754
13625,Pinus jeffreyi,51824_5_109_6_3_311,-119.75,-119.753,37.875,37.881,2017,2.000045754
13626,Pinus jeffreyi,51824_5_109_6_3_311,-119.75,-119.754,37.875,37.876,2007,2.41318236
13626,Pinus jeffreyi,51824_5_109_6_3_311,-119.75,-119.753,37.875,37.881,2007,2.41318236
13627,Pinus jeffreyi,51847_5_109_6_1_100,-119.875,-119.883,38.04166667,38.0457,2014,2.123630653
13627,Pinus jeffreyi,51847_5_109_6_1_100,-119.875,-119.882,38.04166667,38.0487,2014,2.123630653
13627,Pinus jeffreyi,51847_5_109_6_1_100,-119.875,-119.878,38.04166667,38.0457,2014,2.123630653
13628,Pinus jeffreyi,51847_5_109_6_1_100,-119.875,-119.883,38.04166667,38.0457,2014,2.123630653
13628,Pinus jeffreyi,51847_5_109_6_1_100,-119.875,-119.882,38.04166667,38.0487,2014,2.123630653
13628,Pinus jeffreyi,51847_5_109_6_1_100,-119.875,-119.878,38.04166667,38.0457,2014,2.123630653
13629,Pinus jeffreyi,51847_5_109_6_1_100,-119.875,-119.883,38.04166667,38.0457,2004,2.913079138
13629,Pinus jeffreyi,51847_5_109_6_1_100,-119.875,-119.882,38.04166667,38.0487,2004,2.913079138
13629,Pinus jeffreyi,51847_5_109_6_1_100,-119.875,-119.878,38.04166667,38.0457,2004,2.913079138
13630,Pinus jeffreyi,51847_5_109_6_4_123,-119.875,-119.881,38.04166667,38.0487,2014,2.722556153
13630,Pinus jeffreyi,51847_5_109_6_4_123,-119.875,-119.877,38.04166667,38.0507,2014,2.722556153
13630,Pinus jeffreyi,51847_5_109_6_4_123,-119.875,-119.876,38.04166667,38.0457,2014,2.722556153
13631,Pinus jeffreyi,51847_5_109_6_4_123,-119.875,-119.881,38.04166667,38.0487,2004,3.188988638
13631,Pinus jeffreyi,51847_5_109_6_4_123,-119.875,-119.877,38.04166667,38.0507,2004,3.188988638
13631,Pinus jeffreyi,51847_5_109_6_4_123,-119.875,-119.876,38.04166667,38.0457,2004,3.188988638
13632,Pinus jeffreyi,51847_5_109_6_4_123,-119.875,-119.881,38.04166667,38.0487,2014,2.722556153
13632,Pinus jeffreyi,51847_5_109_6_4_123,-119.875,-119.877,38.04166667,38.0507,2014,2.722556153
13632,Pinus jeffreyi,51847_5_109_6_4_123,-119.875,-119.876,38.04166667,38.0457,2014,2.722556153
13633,Pinus jeffreyi,51847_5_109_6_4_124,-119.875,-119.884,38.04166667,38.0457,2014,2.460105653
13633,Pinus jeffreyi,51847_5_109_6_4_124,-119.875,-119.875,38.04166667,38.0417,2014,2.460105653
13634,Pinus jeffreyi,51847_5_109_6_4_124,-119.875,-119.884,38.04166667,38.0457,2014,2.460105653
13634,Pinus jeffreyi,51847_5_109_6_4_124,-119.875,-119.875,38.04166667,38.0417,2014,2.460105653
13635,Pinus jeffreyi,51847_5_109_6_4_124,-119.875,-119.884,38.04166667,38.0457,2004,3.020751138
13635,Pinus jeffreyi,51847_5_109_6_4_124,-119.875,-119.875,38.04166667,38.0417,2004,3.020751138
13636,Pinus jeffreyi,51847_5_109_6_4_126,-119.875,-119.883,38.04166667,38.0437,2014,2.089983153
13636,Pinus jeffreyi,51847_5_109_6_4_126,-119.875,-119.881,38.04166667,38.0447,2014,2.089983153
13636,Pinus jeffreyi,51847_5_109_6_4_126,-119.875,-119.876,38.04166667,38.0477,2014,2.089983153
13637,Pinus jeffreyi,51847_5_109_6_4_126,-119.875,-119.883,38.04166667,38.0437,2014,2.089983153
13637,Pinus jeffreyi,51847_5_109_6_4_126,-119.875,-119.881,38.04166667,38.0447,2014,2.089983153
13637,Pinus jeffreyi,51847_5_109_6_4_126,-119.875,-119.876,38.04166667,38.0477,2014,2.089983153
13638,Pinus jeffreyi,51847_5_109_6_4_126,-119.875,-119.883,38.04166667,38.0437,2004,2.778489138
13638,Pinus jeffreyi,51847_5_109_6_4_126,-119.875,-119.881,38.04166667,38.0447,2004,2.778489138
13638,Pinus jeffreyi,51847_5_109_6_4_126,-119.875,-119.876,38.04166667,38.0477,2004,2.778489138
13639,Pinus jeffreyi,51889_2_49_6_3_118,-120.3333333,-120.3403,41.33333333,41.3393,2014,1.512111815
13639,Pinus jeffreyi,51889_2_49_6_3_118,-120.3333333,-120.3393,41.33333333,41.3343,2014,1.512111815
13639,Pinus jeffreyi,51889_2_49_6_3_118,-120.3333333,-120.3353,41.33333333,41.3353,2014,1.512111815
13640,Pinus jeffreyi,51889_2_49_6_3_118,-120.3333333,-120.3403,41.33333333,41.3393,2004,2.212141802
13640,Pinus jeffreyi,51889_2_49_6_3_118,-120.3333333,-120.3393,41.33333333,41.3343,2004,2.212141802
13640,Pinus jeffreyi,51889_2_49_6_3_118,-120.3333333,-120.3353,41.33333333,41.3353,2004,2.212141802
13641,Pinus jeffreyi,51889_2_49_6_3_118,-120.3333333,-120.3403,41.33333333,41.3393,2014,1.512111815
13641,Pinus jeffreyi,51889_2_49_6_3_118,-120.3333333,-120.3393,41.33333333,41.3343,2014,1.512111815
13641,Pinus jeffreyi,51889_2_49_6_3_118,-120.3333333,-120.3353,41.33333333,41.3353,2014,1.512111815
