,Species,TREE_ID,Xorig,X,Yorig,Y,Year,logF_current
57775,Abies concolor,95529_5_29_6_2_300,35.764265,35.765265,-118.264676,-118.264776,2017,5.122309973
57776,Abies concolor,95529_5_29_6_2_300,35.764265,35.764365,-118.264676,-118.265176,2017,5.424258487
57777,Abies concolor,95551_3_63_6_1_101,40.398815,40.399415,-121.328156,-121.329056,2004,5.850428199
57778,Abies concolor,95551_3_63_6_1_101,40.398815,40.399815,-121.328156,-121.328956,2004,6.080014391
57779,Abies concolor,95551_3_63_6_1_101,40.398815,40.399115,-121.328156,-121.328556,2014,5.601379519
57780,Abies concolor,95551_3_63_6_1_101,40.398815,40.399415,-121.328156,-121.329056,2014,5.871260603
57781,Abies concolor,95551_3_63_6_1_102,40.398815,40.399215,-121.328156,-121.328556,2004,5.849244645
57782,Abies concolor,95551_3_63_6_1_102,40.398815,40.399715,-121.328156,-121.329156,2004,6.078830837
57783,Abies concolor,95551_3_63_6_1_102,40.398815,40.399515,-121.328156,-121.328756,2014,5.600208556
57784,Abies concolor,95551_3_63_6_1_102,40.398815,40.399615,-121.328156,-121.328556,2014,5.87008964
57785,Abies concolor,95551_3_63_6_1_104,40.398815,40.399815,-121.328156,-121.328456,2004,5.849932953
57786,Abies concolor,95551_3_63_6_1_104,40.398815,40.399715,-121.328156,-121.328256,2004,6.079519145
57787,Abies concolor,95551_3_63_6_1_104,40.398815,40.399215,-121.328156,-121.328256,2014,5.600901061
57788,Abies concolor,95551_3_63_6_1_104,40.398815,40.399315,-121.328156,-121.328356,2014,5.870782145
57789,Abies concolor,95551_3_63_6_1_107,40.398815,40.399615,-121.328156,-121.328556,2004,5.850554109
57790,Abies concolor,95551_3_63_6_1_107,40.398815,40.399315,-121.328156,-121.328656,2004,6.080140301
57791,Abies concolor,95551_3_63_6_1_107,40.398815,40.399415,-121.328156,-121.328356,2014,5.601547399
57792,Abies concolor,95551_3_63_6_1_107,40.398815,40.398915,-121.328156,-121.328356,2014,5.871428483
57793,Abies concolor,95551_3_63_6_1_108,40.398815,40.399715,-121.328156,-121.328256,2004,5.850587685
57794,Abies concolor,95551_3_63_6_1_108,40.398815,40.398915,-121.328156,-121.329156,2004,6.080173877
57795,Abies concolor,95551_3_63_6_1_108,40.398815,40.399215,-121.328156,-121.328756,2014,5.601568384
57796,Abies concolor,95551_3_63_6_1_108,40.398815,40.399615,-121.328156,-121.329156,2014,5.871449468
57797,Abies concolor,95551_3_63_6_2_138,40.398815,40.399315,-121.328156,-121.329156,2004,5.850340062
57798,Abies concolor,95551_3_63_6_2_138,40.398815,40.399715,-121.328156,-121.328356,2004,6.079926254
57799,Abies concolor,95551_3_63_6_2_138,40.398815,40.399215,-121.328156,-121.328356,2014,5.601320761
57800,Abies concolor,95551_3_63_6_2_138,40.398815,40.398915,-121.328156,-121.328856,2014,5.871201845
57801,Abies concolor,95551_3_63_6_2_142,40.398815,40.399415,-121.328156,-121.329156,2004,5.85044079
57802,Abies concolor,95551_3_63_6_2_142,40.398815,40.399415,-121.328156,-121.328356,2004,6.080026982
57803,Abies concolor,95551_3_63_6_2_142,40.398815,40.399115,-121.328156,-121.328556,2014,5.601404701
57804,Abies concolor,95551_3_63_6_2_142,40.398815,40.399315,-121.328156,-121.329056,2014,5.871285785
57805,Abies concolor,95551_3_63_6_3_109,40.398815,40.399415,-121.328156,-121.328856,2004,5.850306486
57806,Abies concolor,95551_3_63_6_3_109,40.398815,40.399615,-121.328156,-121.328256,2004,6.079892678
57807,Abies concolor,95551_3_63_6_3_109,40.398815,40.398915,-121.328156,-121.328356,2014,5.601232624
57808,Abies concolor,95551_3_63_6_3_109,40.398815,40.399315,-121.328156,-121.328656,2014,5.871113708
57809,Abies concolor,95551_3_63_6_3_113,40.398815,40.398915,-121.328156,-121.328256,2004,5.849861604
57810,Abies concolor,95551_3_63_6_3_113,40.398815,40.399415,-121.328156,-121.329056,2004,6.079447796
57811,Abies concolor,95551_3_63_6_3_113,40.398815,40.399615,-121.328156,-121.328556,2014,5.600796136
57812,Abies concolor,95551_3_63_6_3_113,40.398815,40.398915,-121.328156,-121.328856,2014,5.87067722
57813,Abies concolor,95551_3_63_6_3_114,40.398815,40.399615,-121.328156,-121.328956,2004,5.850046272
57814,Abies concolor,95551_3_63_6_3_114,40.398815,40.399715,-121.328156,-121.328756,2004,6.079632464
57815,Abies concolor,95551_3_63_6_3_114,40.398815,40.399215,-121.328156,-121.328956,2014,5.601035365
57816,Abies concolor,95551_3_63_6_3_114,40.398815,40.399315,-121.328156,-121.329056,2014,5.870916449
57817,Abies concolor,95551_3_63_6_3_116,40.398815,40.399215,-121.328156,-121.328656,2004,5.849278221
57818,Abies concolor,95551_3_63_6_3_116,40.398815,40.399115,-121.328156,-121.328256,2004,6.078864413
57819,Abies concolor,95551_3_63_6_3_116,40.398815,40.399815,-121.328156,-121.329056,2014,5.600279905
57820,Abies concolor,95551_3_63_6_3_116,40.398815,40.399015,-121.328156,-121.328956,2014,5.870160989
57821,Abies concolor,95551_3_63_6_3_117,40.398815,40.399715,-121.328156,-121.329156,2004,5.849496465
57822,Abies concolor,95551_3_63_6_3_117,40.398815,40.398915,-121.328156,-121.328556,2004,6.079082657
57823,Abies concolor,95551_3_63_6_3_117,40.398815,40.399415,-121.328156,-121.328556,2014,5.600485558
57824,Abies concolor,95551_3_63_6_3_117,40.398815,40.399715,-121.328156,-121.328256,2014,5.870366642
57825,Abies concolor,95551_3_63_6_3_119,40.398815,40.399415,-121.328156,-121.328356,2004,5.848724217
57826,Abies concolor,95551_3_63_6_3_119,40.398815,40.399815,-121.328156,-121.329156,2004,6.078310409
57827,Abies concolor,95551_3_63_6_3_119,40.398815,40.399315,-121.328156,-121.328756,2014,5.599717507
57828,Abies concolor,95551_3_63_6_3_119,40.398815,40.399515,-121.328156,-121.328756,2014,5.869598591
57829,Abies concolor,95551_3_63_6_3_121,40.398815,40.399815,-121.328156,-121.328656,2004,5.849580405
57830,Abies concolor,95551_3_63_6_3_121,40.398815,40.399015,-121.328156,-121.328656,2004,6.079166597
57831,Abies concolor,95551_3_63_6_3_121,40.398815,40.399215,-121.328156,-121.329056,2014,5.600527528
57832,Abies concolor,95551_3_63_6_3_121,40.398815,40.399515,-121.328156,-121.328556,2014,5.870408612
57833,Abies concolor,95551_3_63_6_3_122,40.398815,40.398915,-121.328156,-121.328556,2004,5.850151197
57834,Abies concolor,95551_3_63_6_3_122,40.398815,40.399715,-121.328156,-121.328656,2004,6.079737389
57835,Abies concolor,95551_3_63_6_3_122,40.398815,40.399715,-121.328156,-121.328956,2014,5.60105635
57836,Abies concolor,95551_3_63_6_3_122,40.398815,40.399615,-121.328156,-121.328656,2014,5.870937434
57837,Abies concolor,95551_3_63_6_4_131,40.398815,40.399015,-121.328156,-121.328356,2004,5.850025287
57838,Abies concolor,95551_3_63_6_4_131,40.398815,40.399015,-121.328156,-121.328456,2004,6.079611479
57839,Abies concolor,95551_3_63_6_4_131,40.398815,40.399015,-121.328156,-121.329056,2014,5.600959819
57840,Abies concolor,95551_3_63_6_4_131,40.398815,40.399115,-121.328156,-121.328456,2014,5.870840903
57841,Abies concolor,95551_3_63_6_4_132,40.398815,40.399515,-121.328156,-121.328956,2004,5.85035685
57842,Abies concolor,95551_3_63_6_4_132,40.398815,40.399815,-121.328156,-121.328956,2004,6.079943042
57843,Abies concolor,95551_3_63_6_4_132,40.398815,40.399715,-121.328156,-121.328556,2014,5.601274594
57844,Abies concolor,95551_3_63_6_4_132,40.398815,40.399715,-121.328156,-121.328356,2014,5.871155678
57845,Abies concolor,95608_2_105_6_1_111,40.210412,40.210612,-123.00208,-123.00288,2001,5.348801911
57846,Abies concolor,95608_2_105_6_1_111,40.210412,40.211012,-123.00208,-123.00248,2001,5.577570842
57847,Abies concolor,95608_2_105_6_1_111,40.210412,40.210912,-123.00208,-123.00228,2011,3.142186167
57848,Abies concolor,95608_2_105_6_1_111,40.210412,40.210512,-123.00208,-123.00228,2011,3.577845927
57849,Abies concolor,95608_2_105_6_1_111,40.210412,40.210612,-123.00208,-123.00298,2021,5.32106663
57850,Abies concolor,95608_2_105_6_1_111,40.210412,40.211112,-123.00208,-123.00218,2021,5.708795065
57851,Abies concolor,95608_2_105_6_2_137,40.210412,40.211412,-123.00208,-123.00268,2001,5.348638228
57852,Abies concolor,95608_2_105_6_2_137,40.210412,40.211312,-123.00208,-123.00228,2001,5.577407159
57853,Abies concolor,95608_2_105_6_2_137,40.210412,40.211012,-123.00208,-123.00268,2011,3.142110621
57854,Abies concolor,95608_2_105_6_2_137,40.210412,40.211112,-123.00208,-123.00308,2011,3.577770381
57855,Abies concolor,95608_2_105_6_2_137,40.210412,40.210512,-123.00208,-123.00278,2021,NA
57856,Abies concolor,95608_2_105_6_2_137,40.210412,40.211012,-123.00208,-123.00268,2021,NA
57857,Abies concolor,95608_2_105_6_4_127,40.210412,40.210512,-123.00208,-123.00278,2001,5.348990776
57858,Abies concolor,95608_2_105_6_4_127,40.210412,40.210612,-123.00208,-123.00278,2001,5.577759707
57859,Abies concolor,95608_2_105_6_4_127,40.210412,40.210812,-123.00208,-123.00238,2011,3.142437987
57860,Abies concolor,95608_2_105_6_4_127,40.210412,40.211112,-123.00208,-123.00288,2011,3.578097747
57861,Abies concolor,95608_2_105_6_4_127,40.210412,40.210512,-123.00208,-123.00298,2021,5.321587058
57862,Abies concolor,95608_2_105_6_4_127,40.210412,40.211412,-123.00208,-123.00268,2021,5.709315493
57863,Abies concolor,95608_2_105_6_4_130,40.210412,40.210812,-123.00208,-123.00238,2001,5.348587864
57864,Abies concolor,95608_2_105_6_4_130,40.210412,40.210512,-123.00208,-123.00278,2001,5.577356795
57865,Abies concolor,95608_2_105_6_4_130,40.210412,40.211112,-123.00208,-123.00268,2011,3.142001499
57866,Abies concolor,95608_2_105_6_4_130,40.210412,40.211012,-123.00208,-123.00218,2011,3.577661259
57867,Abies concolor,95608_2_105_6_4_130,40.210412,40.211312,-123.00208,-123.00238,2021,5.320907144
57868,Abies concolor,95608_2_105_6_4_130,40.210412,40.210712,-123.00208,-123.00298,2021,5.708635579
57869,Abies concolor,95663_2_93_6_2_104,41.979546,41.980446,-123.09725,-123.09745,2001,4.887661863
57870,Abies concolor,95663_2_93_6_2_104,41.979546,41.980446,-123.09725,-123.09785,2001,5.102166632
57871,Abies concolor,95663_2_93_6_2_104,41.979546,41.980246,-123.09725,-123.09775,2011,2.723206288
57872,Abies concolor,95663_2_93_6_2_104,41.979546,41.979746,-123.09725,-123.09735,2011,3.128739877
57873,Abies concolor,95663_2_93_6_2_104,41.979546,41.980046,-123.09725,-123.09825,2021,5.760301509
57874,Abies concolor,95663_2_93_6_2_104,41.979546,41.980446,-123.09725,-123.09785,2021,6.063485752
57875,Abies concolor,95663_2_93_6_2_105,41.979546,41.979846,-123.09725,-123.09785,2001,4.887733212
57876,Abies concolor,95663_2_93_6_2_105,41.979546,41.980346,-123.09725,-123.09775,2001,5.102237981
57877,Abies concolor,95663_2_93_6_2_105,41.979546,41.980446,-123.09725,-123.09815,2011,2.723298622
57878,Abies concolor,95663_2_93_6_2_105,41.979546,41.979646,-123.09725,-123.09815,2011,3.128832211
57879,Abies concolor,95663_2_93_6_2_105,41.979546,41.980246,-123.09725,-123.09755,2021,5.76044001
57880,Abies concolor,95663_2_93_6_2_105,41.979546,41.980546,-123.09725,-123.09795,2021,6.063624253
57881,Abies concolor,95663_2_93_6_2_119,41.979546,41.980546,-123.09725,-123.09775,2011,2.723403547
57882,Abies concolor,95663_2_93_6_2_119,41.979546,41.979846,-123.09725,-123.09765,2011,3.128937136
57883,Abies concolor,95663_2_93_6_2_119,41.979546,41.979646,-123.09725,-123.09755,2021,5.760515556
57884,Abies concolor,95663_2_93_6_2_119,41.979546,41.980446,-123.09725,-123.09785,2021,6.063699799
57885,Abies concolor,95677_3_17_6_1_104,38.657584,38.658384,-120.2476,-120.2483,2003,3.75319102
57886,Abies concolor,95677_3_17_6_1_104,38.657584,38.658184,-120.2476,-120.2482,2003,4.188743176
57887,Abies concolor,95677_3_17_6_1_104,38.657584,38.657784,-120.2476,-120.2477,2013,4.959810217
57888,Abies concolor,95677_3_17_6_1_104,38.657584,38.658584,-120.2476,-120.2485,2013,5.258324914
57889,Abies concolor,95677_3_17_6_1_105,38.657584,38.658584,-120.2476,-120.2479,2003,3.75361072
57890,Abies concolor,95677_3_17_6_1_105,38.657584,38.658184,-120.2476,-120.2481,2003,4.189162876
57891,Abies concolor,95677_3_17_6_1_105,38.657584,38.657784,-120.2476,-120.2486,2013,4.960305463
57892,Abies concolor,95677_3_17_6_1_105,38.657584,38.658084,-120.2476,-120.2483,2013,5.25882016
57893,Abies concolor,95677_3_17_6_1_106,38.657584,38.657784,-120.2476,-120.2478,2003,3.753262369
57894,Abies concolor,95677_3_17_6_1_106,38.657584,38.658584,-120.2476,-120.2486,2003,4.188814525
57895,Abies concolor,95677_3_17_6_1_106,38.657584,38.658084,-120.2476,-120.2484,2013,4.959936127
57896,Abies concolor,95677_3_17_6_1_106,38.657584,38.658484,-120.2476,-120.2482,2013,5.258450824
57897,Abies concolor,95677_3_17_6_1_107,38.657584,38.657984,-120.2476,-120.2486,2003,3.75289723
57898,Abies concolor,95677_3_17_6_1_107,38.657584,38.658284,-120.2476,-120.2484,2003,4.188449386
57899,Abies concolor,95677_3_17_6_1_107,38.657584,38.657784,-120.2476,-120.2483,2013,4.959566791
57900,Abies concolor,95677_3_17_6_1_107,38.657584,38.657884,-120.2476,-120.2484,2013,5.258081488
57901,Abies concolor,95677_3_17_6_1_108,38.657584,38.657984,-120.2476,-120.2477,2003,3.753581341
57902,Abies concolor,95677_3_17_6_1_108,38.657584,38.658284,-120.2476,-120.2482,2003,4.189133497
57903,Abies concolor,95677_3_17_6_1_108,38.657584,38.657784,-120.2476,-120.248,2013,4.960292872
57904,Abies concolor,95677_3_17_6_1_108,38.657584,38.657984,-120.2476,-120.2478,2013,5.258807569
57905,Abies concolor,95677_3_17_6_1_110,38.657584,38.657984,-120.2476,-120.248,2003,3.753270763
57906,Abies concolor,95677_3_17_6_1_110,38.657584,38.658184,-120.2476,-120.2484,2003,4.188822919
57907,Abies concolor,95677_3_17_6_1_110,38.657584,38.658184,-120.2476,-120.2482,2013,4.959961309
57908,Abies concolor,95677_3_17_6_1_110,38.657584,38.657884,-120.2476,-120.2482,2013,5.258476006
57909,Abies concolor,95677_3_17_6_1_113,38.657584,38.658584,-120.2476,-120.2484,2003,3.752796502
57910,Abies concolor,95677_3_17_6_1_113,38.657584,38.658084,-120.2476,-120.248,2003,4.188348658
57911,Abies concolor,95677_3_17_6_1_113,38.657584,38.657984,-120.2476,-120.2485,2013,4.959503836
57912,Abies concolor,95677_3_17_6_1_113,38.657584,38.658584,-120.2476,-120.2479,2013,5.258018533
57913,Abies concolor,95677_3_17_6_1_114,38.657584,38.658284,-120.2476,-120.2477,2003,3.752935003
57914,Abies concolor,95677_3_17_6_1_114,38.657584,38.658484,-120.2476,-120.2482,2003,4.188487159
57915,Abies concolor,95677_3_17_6_1_114,38.657584,38.657884,-120.2476,-120.2485,2013,4.959621352
57916,Abies concolor,95677_3_17_6_1_114,38.657584,38.658284,-120.2476,-120.2482,2013,5.258136049
57917,Abies concolor,95677_3_17_6_2_120,38.657584,38.657784,-120.2476,-120.2485,2003,3.752637016
57918,Abies concolor,95677_3_17_6_2_120,38.657584,38.658584,-120.2476,-120.2479,2003,4.188189172
57919,Abies concolor,95677_3_17_6_2_120,38.657584,38.658084,-120.2476,-120.2479,2013,4.959310774
57920,Abies concolor,95677_3_17_6_2_120,38.657584,38.658584,-120.2476,-120.2483,2013,5.257825471
57921,Abies concolor,95677_3_17_6_2_123,38.657584,38.657884,-120.2476,-120.2478,2003,3.753388279
57922,Abies concolor,95677_3_17_6_2_123,38.657584,38.657884,-120.2476,-120.2485,2003,4.188940435
57923,Abies concolor,95677_3_17_6_2_123,38.657584,38.657684,-120.2476,-120.2485,2013,4.960078825
57924,Abies concolor,95677_3_17_6_2_123,38.657584,38.658384,-120.2476,-120.2484,2013,5.258593522
57925,Abies concolor,95677_3_17_6_2_124,38.657584,38.658584,-120.2476,-120.2479,2003,3.75302314
57926,Abies concolor,95677_3_17_6_2_124,38.657584,38.657684,-120.2476,-120.2478,2003,4.188575296
57927,Abies concolor,95677_3_17_6_2_124,38.657584,38.658084,-120.2476,-120.2482,2013,4.959684307
57928,Abies concolor,95677_3_17_6_2_124,38.657584,38.657984,-120.2476,-120.248,2013,5.258199004
57929,Abies concolor,95677_3_17_6_2_126,38.657584,38.657684,-120.2476,-120.2485,2003,3.752909821
57930,Abies concolor,95677_3_17_6_2_126,38.657584,38.658384,-120.2476,-120.2479,2003,4.188461977
57931,Abies concolor,95677_3_17_6_2_126,38.657584,38.657884,-120.2476,-120.2484,2013,4.959612958
57932,Abies concolor,95677_3_17_6_2_126,38.657584,38.657984,-120.2476,-120.2485,2013,5.258127655
57933,Abies concolor,95677_3_17_6_2_127,38.657584,38.658184,-120.2476,-120.2484,2003,3.75348481
57934,Abies concolor,95677_3_17_6_2_127,38.657584,38.657684,-120.2476,-120.2486,2003,4.189036966
57935,Abies concolor,95677_3_17_6_2_127,38.657584,38.658084,-120.2476,-120.2477,2013,4.96005784
57936,Abies concolor,95677_3_17_6_2_127,38.657584,38.657984,-120.2476,-120.248,2013,5.258572537
57937,Abies concolor,95677_3_17_6_2_128,38.657584,38.658284,-120.2476,-120.2478,2003,3.753354703
57938,Abies concolor,95677_3_17_6_2_128,38.657584,38.657684,-120.2476,-120.2478,2003,4.188906859
57939,Abies concolor,95677_3_17_6_2_128,38.657584,38.658184,-120.2476,-120.2484,2013,4.959986491
57940,Abies concolor,95677_3_17_6_2_128,38.657584,38.657884,-120.2476,-120.2477,2013,5.258501188
57941,Abies concolor,95677_3_17_6_2_134,38.657584,38.658084,-120.2476,-120.2483,2003,3.752494318
57942,Abies concolor,95677_3_17_6_2_134,38.657584,38.658084,-120.2476,-120.2484,2003,4.188046474
57943,Abies concolor,95677_3_17_6_2_134,38.657584,38.658584,-120.2476,-120.2479,2013,4.959142894
57944,Abies concolor,95677_3_17_6_2_134,38.657584,38.658584,-120.2476,-120.2485,2013,5.257657591
57945,Abies concolor,95677_3_17_6_3_137,38.657584,38.658584,-120.2476,-120.248,2003,3.752368408
57946,Abies concolor,95677_3_17_6_3_137,38.657584,38.658184,-120.2476,-120.2483,2003,4.187920564
57947,Abies concolor,95677_3_17_6_3_137,38.657584,38.657684,-120.2476,-120.2486,2013,4.959058954
57948,Abies concolor,95677_3_17_6_3_137,38.657584,38.658384,-120.2476,-120.2481,2013,5.257573651
57949,Abies concolor,95677_3_17_6_3_138,38.657584,38.657884,-120.2476,-120.2484,2003,3.75218374
57950,Abies concolor,95677_3_17_6_3_138,38.657584,38.657684,-120.2476,-120.2477,2003,4.187735896
57951,Abies concolor,95677_3_17_6_3_138,38.657584,38.657684,-120.2476,-120.2486,2013,4.95884071
57952,Abies concolor,95677_3_17_6_3_138,38.657584,38.657984,-120.2476,-120.2482,2013,5.257355407
57953,Abies concolor,95677_3_17_6_3_144,38.657584,38.657684,-120.2476,-120.2477,2003,3.753287551
57954,Abies concolor,95677_3_17_6_3_144,38.657584,38.658084,-120.2476,-120.2485,2003,4.188839707
57955,Abies concolor,95677_3_17_6_3_144,38.657584,38.657884,-120.2476,-120.2478,2013,5.352902003
57956,Abies concolor,95677_3_17_6_3_144,38.657584,38.657784,-120.2476,-120.2484,2013,5.651416701
57957,Abies concolor,95677_3_17_6_3_145,38.657584,38.658284,-120.2476,-120.2477,2003,3.753732433
57958,Abies concolor,95677_3_17_6_3_145,38.657584,38.658384,-120.2476,-120.2478,2003,4.189284589
57959,Abies concolor,95677_3_17_6_3_145,38.657584,38.658284,-120.2476,-120.2486,2013,5.353376264
57960,Abies concolor,95677_3_17_6_3_145,38.657584,38.658084,-120.2476,-120.2486,2013,5.651890962
57961,Abies concolor,95677_3_17_6_3_146,38.657584,38.658584,-120.2476,-120.2481,2003,3.753551962
57962,Abies concolor,95677_3_17_6_3_146,38.657584,38.658284,-120.2476,-120.2484,2003,4.189104118
57963,Abies concolor,95677_3_17_6_3_146,38.657584,38.657884,-120.2476,-120.248,2013,4.960213129
57964,Abies concolor,95677_3_17_6_3_146,38.657584,38.658084,-120.2476,-120.2485,2013,5.258727826
57965,Abies concolor,95677_3_17_6_4_151,38.657584,38.658184,-120.2476,-120.2481,2003,3.75281329
57966,Abies concolor,95677_3_17_6_4_151,38.657584,38.658184,-120.2476,-120.2478,2003,4.188365446
57967,Abies concolor,95677_3_17_6_4_153,38.657584,38.658384,-120.2476,-120.2484,2003,3.752464939
57968,Abies concolor,95677_3_17_6_4_153,38.657584,38.657784,-120.2476,-120.2481,2003,4.188017095
57969,Abies concolor,95677_3_17_6_4_153,38.657584,38.658184,-120.2476,-120.2479,2013,4.959142894
57970,Abies concolor,95677_3_17_6_4_153,38.657584,38.658484,-120.2476,-120.248,2013,5.257657591
57971,Abies concolor,95677_3_17_6_4_154,38.657584,38.658084,-120.2476,-120.2482,2003,3.751999072
57972,Abies concolor,95677_3_17_6_4_154,38.657584,38.658284,-120.2476,-120.2482,2003,4.187551228
57973,Abies concolor,95677_3_17_6_4_154,38.657584,38.658284,-120.2476,-120.2486,2013,4.958710603
57974,Abies concolor,95677_3_17_6_4_154,38.657584,38.657784,-120.2476,-120.2481,2013,5.2572253
57975,Abies concolor,95677_3_17_6_4_161,38.657584,38.658484,-120.2476,-120.2486,2003,3.752708365
57976,Abies concolor,95677_3_17_6_4_161,38.657584,38.658084,-120.2476,-120.2481,2003,4.188260521
57977,Abies concolor,95677_3_17_6_4_161,38.657584,38.657884,-120.2476,-120.2481,2013,4.959407305
57978,Abies concolor,95677_3_17_6_4_161,38.657584,38.658284,-120.2476,-120.2479,2013,5.257922002
57979,Abies concolor,95686_3_63_6_2_3,40.10449,40.10489,-121.267808,-121.268208,2010,3.342759238
57980,Abies concolor,95686_3_63_6_2_3,40.10449,40.10469,-121.267808,-121.268008,2010,3.796817485
57981,Abies concolor,95686_3_63_6_2_3,40.10449,40.10529,-121.267808,-121.268808,2020,5.837872649
57982,Abies concolor,95686_3_63_6_2_3,40.10449,40.10529,-121.267808,-121.268508,2020,6.147122617
57983,Abies concolor,95686_3_63_6_2_4,40.10449,40.10499,-121.267808,-121.268408,2010,3.342889345
57984,Abies concolor,95686_3_63_6_2_4,40.10449,40.10459,-121.267808,-121.267908,2010,3.796947592
57985,Abies concolor,95686_3_63_6_2_4,40.10449,40.10459,-121.267808,-121.268508,2020,5.838057317
57986,Abies concolor,95686_3_63_6_2_4,40.10449,40.10479,-121.267808,-121.268208,2020,6.147307285
57987,Abies concolor,95686_3_63_6_2_5,40.10449,40.10469,-121.267808,-121.268708,2010,3.342637525
57988,Abies concolor,95686_3_63_6_2_5,40.10449,40.10459,-121.267808,-121.267908,2010,3.796695772
57989,Abies concolor,95686_3_63_6_2_5,40.10449,40.10519,-121.267808,-121.268808,2020,5.837805497
57990,Abies concolor,95686_3_63_6_2_5,40.10449,40.10549,-121.267808,-121.268708,2020,6.147055465
57991,Abies concolor,95686_3_63_6_2_9,40.10449,40.10489,-121.267808,-121.267908,2010,3.342608146
57992,Abies concolor,95686_3_63_6_2_9,40.10449,40.10519,-121.267808,-121.268608,2010,3.796666393
57993,Abies concolor,95686_3_63_6_2_9,40.10449,40.10529,-121.267808,-121.268608,2020,5.837692178
57994,Abies concolor,95686_3_63_6_2_9,40.10449,40.10479,-121.267808,-121.268008,2020,6.146942146
57995,Abies concolor,95740_2_93_6_1_101,41.245209,41.246109,-121.934943,-121.935943,2001,5.810114875
57996,Abies concolor,95740_2_93_6_1_101,41.245209,41.246209,-121.934943,-121.935443,2001,6.052049149
57997,Abies concolor,95740_2_93_6_1_101,41.245209,41.246009,-121.934943,-121.935943,2011,3.979519758
57998,Abies concolor,95740_2_93_6_1_101,41.245209,41.245609,-121.934943,-121.935843,2011,4.322317188
57999,Abies concolor,95740_2_93_6_1_101,41.245209,41.245709,-121.934943,-121.935043,2021,5.916281567
58000,Abies concolor,95740_2_93_6_1_101,41.245209,41.245409,-121.934943,-121.935043,2021,6.212449555
58001,Abies concolor,95740_2_93_6_2_121,41.245209,41.245709,-121.934943,-121.935143,2001,5.809829479
58002,Abies concolor,95740_2_93_6_2_121,41.245209,41.245309,-121.934943,-121.935343,2001,6.051763753
58003,Abies concolor,95740_2_93_6_2_121,41.245209,41.246109,-121.934943,-121.935243,2011,3.97920918
58004,Abies concolor,95740_2_93_6_2_121,41.245209,41.245509,-121.934943,-121.935543,2011,4.32200661
58005,Abies concolor,95740_2_93_6_2_121,41.245209,41.245709,-121.934943,-121.935343,2021,5.916021353
58006,Abies concolor,95740_2_93_6_2_121,41.245209,41.245909,-121.934943,-121.935543,2021,6.212189341
58007,Abies concolor,95740_2_93_6_2_122,41.245209,41.245809,-121.934943,-121.935143,2001,5.810299543
58008,Abies concolor,95740_2_93_6_2_122,41.245209,41.245309,-121.934943,-121.935643,2001,6.052233817
58009,Abies concolor,95740_2_93_6_2_122,41.245209,41.246009,-121.934943,-121.935543,2011,3.979725411
58010,Abies concolor,95740_2_93_6_2_122,41.245209,41.245409,-121.934943,-121.935443,2011,4.322522841
58011,Abies concolor,95740_2_93_6_2_122,41.245209,41.245309,-121.934943,-121.935143,2021,5.916558569
58012,Abies concolor,95740_2_93_6_2_122,41.245209,41.245709,-121.934943,-121.935643,2021,6.212726557
58013,Abies concolor,95740_2_93_6_2_123,41.245209,41.245909,-121.934943,-121.935243,2001,5.809863055
58014,Abies concolor,95740_2_93_6_2_123,41.245209,41.246209,-121.934943,-121.935543,2001,6.051797329
58015,Abies concolor,95740_2_93_6_2_123,41.245209,41.246109,-121.934943,-121.935743,2021,6.445811222
58016,Abies concolor,95740_2_93_6_2_123,41.245209,41.245509,-121.934943,-121.935543,2021,6.741979209
58017,Abies concolor,95740_2_93_6_2_124,41.245209,41.245409,-121.934943,-121.935243,2001,5.809921813
58018,Abies concolor,95740_2_93_6_2_124,41.245209,41.245709,-121.934943,-121.935843,2001,6.051856087
58019,Abies concolor,95740_2_93_6_2_124,41.245209,41.245409,-121.934943,-121.935443,2021,6.44582801
58020,Abies concolor,95740_2_93_6_2_124,41.245209,41.245609,-121.934943,-121.935143,2021,6.741995997
58021,Abies concolor,95740_2_93_6_3_104,41.245209,41.245709,-121.934943,-121.935643,2001,5.810240785
58022,Abies concolor,95740_2_93_6_3_104,41.245209,41.245609,-121.934943,-121.935943,2001,6.052175059
58023,Abies concolor,95740_2_93_6_3_104,41.245209,41.245509,-121.934943,-121.935743,2011,3.979641471
58024,Abies concolor,95740_2_93_6_3_104,41.245209,41.246109,-121.934943,-121.935243,2011,4.322438901
58025,Abies concolor,95740_2_93_6_3_104,41.245209,41.245309,-121.934943,-121.935543,2021,5.916466235
58026,Abies concolor,95740_2_93_6_3_104,41.245209,41.245909,-121.934943,-121.935443,2021,6.212634223
58027,Abies concolor,95740_2_93_6_3_105,41.245209,41.245609,-121.934943,-121.935743,2001,5.809812691
58028,Abies concolor,95740_2_93_6_3_105,41.245209,41.245809,-121.934943,-121.935143,2001,6.051746965
58029,Abies concolor,95740_2_93_6_3_105,41.245209,41.245809,-121.934943,-121.935943,2011,3.979230165
58030,Abies concolor,95740_2_93_6_3_105,41.245209,41.245709,-121.934943,-121.935443,2011,4.322027595
58031,Abies concolor,95740_2_93_6_3_105,41.245209,41.245809,-121.934943,-121.935943,2021,5.916080111
58032,Abies concolor,95740_2_93_6_3_105,41.245209,41.245809,-121.934943,-121.935443,2021,6.212248099
