,Species,TREE_ID,Xorig,X,Yorig,Y,Year,logF_current
10470,Abies concolor,58537_2_93_6_2_317,41.891837,41.891937,-123.211335,-123.212235,2020,5.159189954
10471,Abies concolor,58537_2_93_6_2_318,41.891837,41.892037,-123.211335,-123.212235,2010,2.52666963
10472,Abies concolor,58537_2_93_6_2_318,41.891837,41.892637,-123.211335,-123.211835,2010,2.995919147
10473,Abies concolor,58537_2_93_6_2_318,41.891837,41.892237,-123.211335,-123.211635,2020,4.84722715
10474,Abies concolor,58537_2_93_6_2_318,41.891837,41.892237,-123.211335,-123.211735,2020,5.159273894
10475,Abies concolor,58537_2_93_6_2_320,41.891837,41.891937,-123.211335,-123.211435,2010,2.526615069
10476,Abies concolor,58537_2_93_6_2_320,41.891837,41.892637,-123.211335,-123.211835,2010,2.995864586
10477,Abies concolor,58537_2_93_6_2_320,41.891837,41.892337,-123.211335,-123.211935,2020,4.847159998
10478,Abies concolor,58537_2_93_6_2_320,41.891837,41.892637,-123.211335,-123.211735,2020,5.159206742
10479,Abies concolor,58537_2_93_6_3_2,41.891837,41.892337,-123.211335,-123.212235,2010,2.527232028
10480,Abies concolor,58537_2_93_6_3_2,41.891837,41.892637,-123.211335,-123.212035,2010,2.996481545
10481,Abies concolor,58537_2_93_6_3_2,41.891837,41.892737,-123.211335,-123.211935,2020,4.847755972
10482,Abies concolor,58537_2_93_6_3_2,41.891837,41.892737,-123.211335,-123.211735,2020,5.159802716
10483,Abies concolor,58537_2_93_6_3_323,41.891837,41.892637,-123.211335,-123.211835,2010,2.526636054
10484,Abies concolor,58537_2_93_6_3_323,41.891837,41.892837,-123.211335,-123.211535,2010,2.995885571
10485,Abies concolor,58537_2_93_6_3_323,41.891837,41.892737,-123.211335,-123.211835,2020,4.84714321
10486,Abies concolor,58537_2_93_6_3_323,41.891837,41.892637,-123.211335,-123.212335,2020,5.159189954
10487,Abies concolor,58537_2_93_6_3_324,41.891837,41.892137,-123.211335,-123.211435,2010,2.526694812
10488,Abies concolor,58537_2_93_6_3_324,41.891837,41.892737,-123.211335,-123.211435,2010,2.995944329
10489,Abies concolor,58537_2_93_6_3_324,41.891837,41.892537,-123.211335,-123.211935,2020,4.84718518
10490,Abies concolor,58537_2_93_6_3_324,41.891837,41.892737,-123.211335,-123.211935,2020,5.159231924
10491,Abies concolor,58537_2_93_6_3_325,41.891837,41.892037,-123.211335,-123.211635,2010,2.526703206
10492,Abies concolor,58537_2_93_6_3_325,41.891837,41.891937,-123.211335,-123.211935,2010,2.995952723
10493,Abies concolor,58537_2_93_6_3_325,41.891837,41.891937,-123.211335,-123.211735,2020,4.847176786
10494,Abies concolor,58537_2_93_6_3_325,41.891837,41.892137,-123.211335,-123.211635,2020,5.15922353
10495,Abies concolor,58537_2_93_6_3_327,41.891837,41.892337,-123.211335,-123.211535,2010,2.526661236
10496,Abies concolor,58537_2_93_6_3_327,41.891837,41.892437,-123.211335,-123.211835,2010,2.995910753
10497,Abies concolor,58537_2_93_6_3_327,41.891837,41.892837,-123.211335,-123.212135,2020,4.847159998
10498,Abies concolor,58537_2_93_6_3_327,41.891837,41.892437,-123.211335,-123.211735,2020,5.159206742
10499,Abies concolor,58537_2_93_6_3_328,41.891837,41.892437,-123.211335,-123.212335,2010,2.526396825
10500,Abies concolor,58537_2_93_6_3_328,41.891837,41.892837,-123.211335,-123.211535,2010,2.995646342
10501,Abies concolor,58537_2_93_6_3_328,41.891837,41.891937,-123.211335,-123.212335,2020,4.846903981
10502,Abies concolor,58537_2_93_6_3_328,41.891837,41.892537,-123.211335,-123.211935,2020,5.158950725
10503,Abies concolor,58537_2_93_6_3_329,41.891837,41.892137,-123.211335,-123.211435,2010,2.526258324
10504,Abies concolor,58537_2_93_6_3_329,41.891837,41.891937,-123.211335,-123.211535,2010,2.995507841
10505,Abies concolor,58537_2_93_6_3_329,41.891837,41.892537,-123.211335,-123.211435,2020,4.846778071
10506,Abies concolor,58537_2_93_6_3_329,41.891837,41.892137,-123.211335,-123.211735,2020,5.158824815
10507,Abies concolor,58537_2_93_6_3_5,41.891837,41.892537,-123.211335,-123.211935,2010,2.527336953
10508,Abies concolor,58537_2_93_6_3_5,41.891837,41.892337,-123.211335,-123.211935,2010,2.99658647
10509,Abies concolor,58537_2_93_6_3_5,41.891837,41.892037,-123.211335,-123.211635,2020,4.847835715
10510,Abies concolor,58537_2_93_6_3_5,41.891837,41.892737,-123.211335,-123.211935,2020,5.159882459
10511,Abies concolor,58538_3_7_6_2_114,39.962426,39.962926,-121.465436,-121.465936,2003,3.626474153
10512,Abies concolor,58538_3_7_6_2_114,39.962426,39.962726,-121.465436,-121.465836,2003,4.110901217
10513,Abies concolor,58538_3_7_6_2_114,39.962426,39.962526,-121.465436,-121.466036,2013,5.367841706
10514,Abies concolor,58538_3_7_6_2_114,39.962426,39.963326,-121.465436,-121.466036,2013,5.665269009
10515,Abies concolor,58538_3_7_6_2_116,39.962426,39.963326,-121.465436,-121.465836,2003,3.626083832
10516,Abies concolor,58538_3_7_6_2_116,39.962426,39.962926,-121.465436,-121.466336,2003,4.110510896
10517,Abies concolor,58538_3_7_6_2_116,39.962426,39.962726,-121.465436,-121.465836,2013,5.367522734
10518,Abies concolor,58538_3_7_6_2_116,39.962426,39.962526,-121.465436,-121.465736,2013,5.664950037
10519,Abies concolor,58538_3_7_6_2_120,39.962426,39.963326,-121.465436,-121.466336,2003,3.627061733
10520,Abies concolor,58538_3_7_6_2_120,39.962426,39.963326,-121.465436,-121.466436,2003,4.111488797
10521,Abies concolor,58538_3_7_6_2_120,39.962426,39.963326,-121.465436,-121.466136,2013,5.368387316
10522,Abies concolor,58538_3_7_6_2_120,39.962426,39.962626,-121.465436,-121.466336,2013,5.665814619
10523,Abies concolor,58538_3_7_6_3_108,39.962426,39.963126,-121.465436,-121.465736,2003,3.626843489
10524,Abies concolor,58538_3_7_6_3_108,39.962426,39.963326,-121.465436,-121.466436,2003,4.111270553
10525,Abies concolor,58538_3_7_6_3_108,39.962426,39.963326,-121.465436,-121.465636,2013,5.368253012
10526,Abies concolor,58538_3_7_6_3_108,39.962426,39.963326,-121.465436,-121.466436,2013,5.665680315
10527,Abies concolor,58538_3_7_6_3_110,39.962426,39.962626,-121.465436,-121.465636,2003,3.626755352
10528,Abies concolor,58538_3_7_6_3_110,39.962426,39.963326,-121.465436,-121.466036,2003,4.111182416
10529,Abies concolor,58538_3_7_6_3_110,39.962426,39.962926,-121.465436,-121.466236,2013,5.368135496
10530,Abies concolor,58538_3_7_6_3_110,39.962426,39.963426,-121.465436,-121.466436,2013,5.665562799
10531,Abies concolor,58540_3_61_6_1_102,39.14843,39.14883,-120.232996,-120.233096,2005,3.4302191
10532,Abies concolor,58540_3_61_6_1_102,39.14843,39.14883,-120.232996,-120.233396,2005,3.792816008
10533,Abies concolor,58540_3_61_6_1_102,39.14843,39.14873,-120.232996,-120.233096,2015,4.970035273
10534,Abies concolor,58540_3_61_6_1_102,39.14843,39.14913,-120.232996,-120.233496,2015,5.287271227
10535,Abies concolor,58540_3_61_6_1_103,39.14843,39.14863,-120.232996,-120.233596,2005,3.430277858
10536,Abies concolor,58540_3_61_6_1_103,39.14843,39.14873,-120.232996,-120.233496,2005,3.792874766
10537,Abies concolor,58540_3_61_6_1_103,39.14843,39.14943,-120.232996,-120.233296,2015,4.970136001
10538,Abies concolor,58540_3_61_6_1_103,39.14843,39.14863,-120.232996,-120.233996,2015,5.287371955
10539,Abies concolor,58540_3_61_6_1_105,39.14843,39.14903,-120.232996,-120.233496,2005,3.430592633
10540,Abies concolor,58540_3_61_6_1_105,39.14843,39.14873,-120.232996,-120.233896,2005,3.793189541
10541,Abies concolor,58540_3_61_6_1_105,39.14843,39.14943,-120.232996,-120.233296,2015,4.970366836
10542,Abies concolor,58540_3_61_6_1_105,39.14843,39.14903,-120.232996,-120.233596,2015,5.28760279
10543,Abies concolor,58540_3_61_6_2_108,39.14843,39.14863,-120.232996,-120.233096,2005,3.43009319
10544,Abies concolor,58540_3_61_6_2_108,39.14843,39.14943,-120.232996,-120.233996,2005,3.792690098
10545,Abies concolor,58540_3_61_6_2_108,39.14843,39.14853,-120.232996,-120.233796,2015,4.969926151
10546,Abies concolor,58540_3_61_6_2_108,39.14843,39.14933,-120.232996,-120.233896,2015,5.287162105
10547,Abies concolor,58540_3_61_6_2_109,39.14843,39.14873,-120.232996,-120.233796,2005,3.430252676
10548,Abies concolor,58540_3_61_6_2_109,39.14843,39.14903,-120.232996,-120.233996,2005,3.792849584
10549,Abies concolor,58540_3_61_6_2_109,39.14843,39.14863,-120.232996,-120.233596,2015,4.970060455
10550,Abies concolor,58540_3_61_6_2_109,39.14843,39.14933,-120.232996,-120.233396,2015,5.287296409
10551,Abies concolor,58554_2_49_6_1_100,41.974102,41.974602,-120.21089,-120.21179,2009,4.487805789
10552,Abies concolor,58554_2_49_6_1_100,41.974102,41.974902,-120.21089,-120.21129,2009,4.819578317
10553,Abies concolor,58554_2_49_6_1_100,41.974102,41.974702,-120.21089,-120.21119,2019,4.271354559
10554,Abies concolor,58554_2_49_6_1_100,41.974102,41.974402,-120.21089,-120.21159,2019,4.648814485
10555,Abies concolor,58554_2_49_6_1_101,41.974102,41.974502,-120.21089,-120.21149,2009,4.487646303
10556,Abies concolor,58554_2_49_6_1_101,41.974102,41.974602,-120.21089,-120.21139,2009,4.819418831
10557,Abies concolor,58554_2_49_6_1_101,41.974102,41.975102,-120.21089,-120.21119,2019,4.271161497
10558,Abies concolor,58554_2_49_6_1_101,41.974102,41.974502,-120.21089,-120.21159,2019,4.648621423
10559,Abies concolor,58554_2_49_6_1_102,41.974102,41.974802,-120.21089,-120.21119,2009,4.487528787
10560,Abies concolor,58554_2_49_6_1_102,41.974102,41.974902,-120.21089,-120.21139,2009,4.819301315
10561,Abies concolor,58554_2_49_6_1_102,41.974102,41.974302,-120.21089,-120.21099,2019,4.271056572
10562,Abies concolor,58554_2_49_6_1_102,41.974102,41.974602,-120.21089,-120.21169,2019,4.648516498
10563,Abies concolor,58554_2_49_6_1_105,41.974102,41.974502,-120.21089,-120.21169,2009,4.487432256
10564,Abies concolor,58554_2_49_6_1_105,41.974102,41.975002,-120.21089,-120.21149,2009,4.819204784
10565,Abies concolor,58554_2_49_6_1_105,41.974102,41.974902,-120.21089,-120.21179,2019,4.270972632
10566,Abies concolor,58554_2_49_6_1_105,41.974102,41.975002,-120.21089,-120.21099,2019,4.648432558
10567,Abies concolor,58554_2_49_6_1_106,41.974102,41.974802,-120.21089,-120.21139,2009,4.487826774
10568,Abies concolor,58554_2_49_6_1_106,41.974102,41.975102,-120.21089,-120.21119,2009,4.819599302
10569,Abies concolor,58554_2_49_6_1_106,41.974102,41.975102,-120.21089,-120.21099,2019,4.271371347
10570,Abies concolor,58554_2_49_6_1_106,41.974102,41.974302,-120.21089,-120.21149,2019,4.648831273
10571,Abies concolor,58554_2_49_6_1_107,41.974102,41.974502,-120.21089,-120.21189,2009,4.487499408
10572,Abies concolor,58554_2_49_6_1_107,41.974102,41.974202,-120.21089,-120.21179,2009,4.819271936
10573,Abies concolor,58554_2_49_6_1_107,41.974102,41.974502,-120.21089,-120.21159,2019,4.271010405
10574,Abies concolor,58554_2_49_6_1_107,41.974102,41.974202,-120.21089,-120.21149,2019,4.648470331
10575,Abies concolor,58554_2_49_6_1_108,41.974102,41.974402,-120.21089,-120.21139,2009,4.4876505
10576,Abies concolor,58554_2_49_6_1_108,41.974102,41.975102,-120.21089,-120.21119,2009,4.819423028
10577,Abies concolor,58554_2_49_6_1_108,41.974102,41.975102,-120.21089,-120.21169,2019,4.271161497
10578,Abies concolor,58554_2_49_6_1_108,41.974102,41.974602,-120.21089,-120.21169,2019,4.648621423
10579,Abies concolor,58554_2_49_6_1_109,41.974102,41.974702,-120.21089,-120.21129,2009,4.487705061
10580,Abies concolor,58554_2_49_6_1_109,41.974102,41.975102,-120.21089,-120.21139,2009,4.819477589
10581,Abies concolor,58554_2_49_6_1_109,41.974102,41.974402,-120.21089,-120.21109,2019,4.271237043
10582,Abies concolor,58554_2_49_6_1_109,41.974102,41.974302,-120.21089,-120.21179,2019,4.648696969
10583,Abies concolor,58554_2_49_6_1_110,41.974102,41.974602,-120.21089,-120.21109,2009,4.487772213
10584,Abies concolor,58554_2_49_6_1_110,41.974102,41.974502,-120.21089,-120.21099,2009,4.819544741
10585,Abies concolor,58554_2_49_6_1_110,41.974102,41.974602,-120.21089,-120.21129,2019,4.271291604
10586,Abies concolor,58554_2_49_6_1_110,41.974102,41.974202,-120.21089,-120.21169,2019,4.64875153
10587,Abies concolor,58554_2_49_6_1_111,41.974102,41.974502,-120.21089,-120.21109,2009,4.48781838
10588,Abies concolor,58554_2_49_6_1_111,41.974102,41.974702,-120.21089,-120.21099,2009,4.819590908
10589,Abies concolor,58554_2_49_6_1_111,41.974102,41.974302,-120.21089,-120.21139,2019,4.271341968
10590,Abies concolor,58554_2_49_6_1_111,41.974102,41.974302,-120.21089,-120.21149,2019,4.648801894
10591,Abies concolor,58554_2_49_6_1_112,41.974102,41.974302,-120.21089,-120.21139,2009,4.487843562
10592,Abies concolor,58554_2_49_6_1_112,41.974102,41.974802,-120.21089,-120.21169,2009,4.81961609
10593,Abies concolor,58554_2_49_6_1_112,41.974102,41.974202,-120.21089,-120.21139,2019,4.271383938
10594,Abies concolor,58554_2_49_6_1_112,41.974102,41.974502,-120.21089,-120.21169,2019,4.648843864
10595,Abies concolor,58554_2_49_6_1_113,41.974102,41.974802,-120.21089,-120.21159,2009,4.487570757
10596,Abies concolor,58554_2_49_6_1_113,41.974102,41.974502,-120.21089,-120.21149,2009,4.819343285
10597,Abies concolor,58554_2_49_6_1_113,41.974102,41.974602,-120.21089,-120.21189,2019,4.271094345
10598,Abies concolor,58554_2_49_6_1_113,41.974102,41.974602,-120.21089,-120.21169,2019,4.648554271
10599,Abies concolor,58554_2_49_6_1_114,41.974102,41.974602,-120.21089,-120.21119,2009,4.48769247
10600,Abies concolor,58554_2_49_6_1_114,41.974102,41.974802,-120.21089,-120.21139,2009,4.819464998
10601,Abies concolor,58554_2_49_6_1_114,41.974102,41.974402,-120.21089,-120.21129,2019,4.271165694
10602,Abies concolor,58554_2_49_6_1_114,41.974102,41.975002,-120.21089,-120.21129,2019,4.64862562
10603,Abies concolor,58554_2_49_6_1_115,41.974102,41.974602,-120.21089,-120.21119,2009,4.4876505
10604,Abies concolor,58554_2_49_6_1_115,41.974102,41.974602,-120.21089,-120.21189,2009,4.819423028
10605,Abies concolor,58554_2_49_6_1_115,41.974102,41.974402,-120.21089,-120.21189,2019,4.271165694
10606,Abies concolor,58554_2_49_6_1_115,41.974102,41.974602,-120.21089,-120.21189,2019,4.64862562
10607,Abies concolor,58554_2_49_6_1_116,41.974102,41.974202,-120.21089,-120.21119,2009,4.48760853
10608,Abies concolor,58554_2_49_6_1_116,41.974102,41.974502,-120.21089,-120.21119,2009,4.819381058
10609,Abies concolor,58554_2_49_6_1_116,41.974102,41.974702,-120.21089,-120.21169,2019,4.271123724
10610,Abies concolor,58554_2_49_6_1_116,41.974102,41.974602,-120.21089,-120.21159,2019,4.64858365
10611,Abies concolor,58554_2_49_6_1_117,41.974102,41.974302,-120.21089,-120.21109,2009,4.487851956
10612,Abies concolor,58554_2_49_6_1_117,41.974102,41.975002,-120.21089,-120.21109,2009,4.819624484
10613,Abies concolor,58554_2_49_6_1_117,41.974102,41.975002,-120.21089,-120.21119,2019,4.271392332
10614,Abies concolor,58554_2_49_6_1_117,41.974102,41.975102,-120.21089,-120.21119,2019,4.648852258
10615,Abies concolor,58554_2_49_6_1_118,41.974102,41.974502,-120.21089,-120.21109,2009,4.487553969
10616,Abies concolor,58554_2_49_6_1_118,41.974102,41.974602,-120.21089,-120.21099,2009,4.819326497
10617,Abies concolor,58554_2_49_6_1_118,41.974102,41.974502,-120.21089,-120.21169,2019,4.271064966
10618,Abies concolor,58554_2_49_6_1_118,41.974102,41.974402,-120.21089,-120.21119,2019,4.648524892
10619,Abies concolor,58554_2_49_6_1_500,41.974102,41.974502,-120.21089,-120.21139,2009,4.487881335
10620,Abies concolor,58554_2_49_6_1_500,41.974102,41.974302,-120.21089,-120.21189,2009,4.819653863
10621,Abies concolor,58554_2_49_6_1_500,41.974102,41.974902,-120.21089,-120.21099,2019,4.271417514
10622,Abies concolor,58554_2_49_6_1_500,41.974102,41.974802,-120.21089,-120.21159,2019,4.64887744
10623,Abies concolor,58554_2_49_6_1_501,41.974102,41.974902,-120.21089,-120.21139,2009,4.487763819
10624,Abies concolor,58554_2_49_6_1_501,41.974102,41.974702,-120.21089,-120.21129,2009,4.819536347
10625,Abies concolor,58554_2_49_6_1_501,41.974102,41.974502,-120.21089,-120.21159,2019,4.27128321
10626,Abies concolor,58554_2_49_6_1_501,41.974102,41.974802,-120.21089,-120.21189,2019,4.648743136
10627,Abies concolor,58554_2_49_6_3_120,41.974102,41.974602,-120.21089,-120.21159,2009,4.487684076
10628,Abies concolor,58554_2_49_6_3_120,41.974102,41.974402,-120.21089,-120.21189,2009,4.819456604
10629,Abies concolor,58554_2_49_6_3_120,41.974102,41.974502,-120.21089,-120.21139,2019,4.271203467
10630,Abies concolor,58554_2_49_6_3_120,41.974102,41.974802,-120.21089,-120.21139,2019,4.648663393
10631,Abies concolor,58554_2_49_6_3_121,41.974102,41.974202,-120.21089,-120.21139,2009,4.487789001
10632,Abies concolor,58554_2_49_6_3_121,41.974102,41.974402,-120.21089,-120.21149,2009,4.819561529
10633,Abies concolor,58554_2_49_6_3_121,41.974102,41.974802,-120.21089,-120.21169,2019,4.271337771
10634,Abies concolor,58554_2_49_6_3_121,41.974102,41.975102,-120.21089,-120.21119,2019,4.648797697
10635,Abies concolor,58554_2_49_6_3_122,41.974102,41.975002,-120.21089,-120.21139,2009,4.487574954
10636,Abies concolor,58554_2_49_6_3_122,41.974102,41.974202,-120.21089,-120.21119,2009,4.819347482
10637,Abies concolor,58554_2_49_6_3_122,41.974102,41.974702,-120.21089,-120.21179,2019,4.27107336
10638,Abies concolor,58554_2_49_6_3_122,41.974102,41.975102,-120.21089,-120.21139,2019,4.648533286
10639,Abies concolor,58554_2_49_6_3_127,41.974102,41.975002,-120.21089,-120.21139,2009,4.487730243
10640,Abies concolor,58554_2_49_6_3_127,41.974102,41.974802,-120.21089,-120.21109,2009,4.819502771
10641,Abies concolor,58554_2_49_6_3_127,41.974102,41.974902,-120.21089,-120.21109,2019,4.271266422
10642,Abies concolor,58554_2_49_6_3_127,41.974102,41.974302,-120.21089,-120.21099,2019,4.648726348
10643,Abies concolor,58554_2_49_6_3_128,41.974102,41.974702,-120.21089,-120.21139,2009,4.487532984
10644,Abies concolor,58554_2_49_6_3_128,41.974102,41.974802,-120.21089,-120.21099,2009,4.819305512
10645,Abies concolor,58554_2_49_6_3_128,41.974102,41.974402,-120.21089,-120.21129,2019,4.271039784
10646,Abies concolor,58554_2_49_6_3_128,41.974102,41.974702,-120.21089,-120.21179,2019,4.64849971
10647,Abies concolor,58554_2_49_6_3_129,41.974102,41.974202,-120.21089,-120.21109,2009,4.487709258
10648,Abies concolor,58554_2_49_6_3_129,41.974102,41.974402,-120.21089,-120.21119,2009,4.819481786
10649,Abies concolor,58554_2_49_6_3_129,41.974102,41.974302,-120.21089,-120.21169,2019,4.271232846
10650,Abies concolor,58554_2_49_6_3_129,41.974102,41.974602,-120.21089,-120.21179,2019,4.648692772
10651,Abies concolor,58554_2_49_6_3_130,41.974102,41.974202,-120.21089,-120.21159,2009,4.487738637
10652,Abies concolor,58554_2_49_6_3_130,41.974102,41.975102,-120.21089,-120.21099,2009,4.819511165
10653,Abies concolor,58554_2_49_6_3_130,41.974102,41.974902,-120.21089,-120.21109,2019,4.271274816
10654,Abies concolor,58554_2_49_6_3_130,41.974102,41.974402,-120.21089,-120.21179,2019,4.648734742
10655,Abies concolor,58554_2_49_6_3_131,41.974102,41.974702,-120.21089,-120.21189,2009,4.487864547
10656,Abies concolor,58554_2_49_6_3_131,41.974102,41.974202,-120.21089,-120.21179,2009,4.819637075
10657,Abies concolor,58554_2_49_6_3_131,41.974102,41.974802,-120.21089,-120.21159,2019,4.271413317
10658,Abies concolor,58554_2_49_6_3_131,41.974102,41.974302,-120.21089,-120.21099,2019,4.648873243
10659,Abies concolor,58554_2_49_6_3_133,41.974102,41.974902,-120.21089,-120.21149,2009,4.487654697
10660,Abies concolor,58554_2_49_6_3_133,41.974102,41.974402,-120.21089,-120.21179,2009,4.819427225
10661,Abies concolor,58554_2_49_6_3_133,41.974102,41.975102,-120.21089,-120.21159,2019,4.271165694
10662,Abies concolor,58554_2_49_6_3_133,41.974102,41.975002,-120.21089,-120.21109,2019,4.64862562
10663,Abies concolor,58554_2_49_6_3_136,41.974102,41.975102,-120.21089,-120.21129,2009,4.487835168
10664,Abies concolor,58554_2_49_6_3_136,41.974102,41.975102,-120.21089,-120.21169,2009,4.819607696
10665,Abies concolor,58554_2_49_6_3_136,41.974102,41.974702,-120.21089,-120.21099,2019,4.271383938
10666,Abies concolor,58554_2_49_6_3_136,41.974102,41.974702,-120.21089,-120.21129,2019,4.648843864
10667,Abies concolor,58554_2_49_6_3_137,41.974102,41.975102,-120.21089,-120.21139,2009,4.487784804
10668,Abies concolor,58554_2_49_6_3_137,41.974102,41.974702,-120.21089,-120.21139,2009,4.819557332
10669,Abies concolor,58554_2_49_6_3_137,41.974102,41.974402,-120.21089,-120.21109,2019,4.271320983
10670,Abies concolor,58554_2_49_6_3_137,41.974102,41.974502,-120.21089,-120.21109,2019,4.648780909
10671,Abies concolor,58554_2_49_6_3_138,41.974102,41.974202,-120.21089,-120.21189,2009,4.487801592
10672,Abies concolor,58554_2_49_6_3_138,41.974102,41.974502,-120.21089,-120.21149,2009,4.81957412
10673,Abies concolor,58554_2_49_6_3_138,41.974102,41.974902,-120.21089,-120.21179,2019,4.271333574
10674,Abies concolor,58554_2_49_6_3_138,41.974102,41.975102,-120.21089,-120.21179,2019,4.6487935
10675,Abies concolor,58554_2_49_6_3_139,41.974102,41.975102,-120.21089,-120.21129,2009,4.487881335
10676,Abies concolor,58554_2_49_6_3_139,41.974102,41.975102,-120.21089,-120.21189,2009,4.819653863
10677,Abies concolor,58554_2_49_6_3_139,41.974102,41.974302,-120.21089,-120.21159,2019,4.271430105
10678,Abies concolor,58554_2_49_6_3_139,41.974102,41.975102,-120.21089,-120.21159,2019,4.648890031
10679,Abies concolor,58554_2_49_6_3_140,41.974102,41.975102,-120.21089,-120.21149,2009,4.487872941
10680,Abies concolor,58554_2_49_6_3_140,41.974102,41.974702,-120.21089,-120.21119,2009,4.819645469
10681,Abies concolor,58554_2_49_6_3_140,41.974102,41.974702,-120.21089,-120.21129,2019,4.271425908
10682,Abies concolor,58554_2_49_6_3_140,41.974102,41.975002,-120.21089,-120.21129,2019,4.648885834
10683,Abies concolor,58554_2_49_6_3_142,41.974102,41.974502,-120.21089,-120.21129,2009,4.487675682
10684,Abies concolor,58554_2_49_6_3_142,41.974102,41.975102,-120.21089,-120.21189,2009,4.81944821
10685,Abies concolor,58554_2_49_6_3_142,41.974102,41.974502,-120.21089,-120.21189,2019,4.271190876
10686,Abies concolor,58554_2_49_6_3_142,41.974102,41.975002,-120.21089,-120.21189,2019,4.648650802
10687,Abies concolor,58554_2_49_6_3_143,41.974102,41.974602,-120.21089,-120.21149,2009,4.487763819
10688,Abies concolor,58554_2_49_6_3_143,41.974102,41.974902,-120.21089,-120.21109,2009,4.819536347
10689,Abies concolor,58554_2_49_6_3_143,41.974102,41.975102,-120.21089,-120.21129,2019,4.271295801
10690,Abies concolor,58554_2_49_6_3_143,41.974102,41.974202,-120.21089,-120.21139,2019,4.648755727
10691,Abies concolor,58554_2_49_6_3_145,41.974102,41.974202,-120.21089,-120.21169,2009,4.487713455
10692,Abies concolor,58554_2_49_6_3_145,41.974102,41.974302,-120.21089,-120.21159,2009,4.819485983
10693,Abies concolor,58554_2_49_6_3_145,41.974102,41.975102,-120.21089,-120.21099,2019,4.271245437
10694,Abies concolor,58554_2_49_6_3_145,41.974102,41.975002,-120.21089,-120.21179,2019,4.648705363
10695,Abies concolor,58554_2_49_6_3_146,41.974102,41.974602,-120.21089,-120.21099,2009,4.487595939
10696,Abies concolor,58554_2_49_6_3_146,41.974102,41.975102,-120.21089,-120.21189,2009,4.819368467
10697,Abies concolor,58554_2_49_6_3_146,41.974102,41.974302,-120.21089,-120.21109,2019,4.271119527
10698,Abies concolor,58554_2_49_6_3_146,41.974102,41.974902,-120.21089,-120.21149,2019,4.648579453
10699,Abies concolor,58554_2_49_6_3_147,41.974102,41.975102,-120.21089,-120.21129,2009,4.487793198
10700,Abies concolor,58554_2_49_6_3_147,41.974102,41.974702,-120.21089,-120.21099,2009,4.819565726
10701,Abies concolor,58554_2_49_6_3_147,41.974102,41.974302,-120.21089,-120.21179,2019,4.271333574
10702,Abies concolor,58554_2_49_6_3_147,41.974102,41.974902,-120.21089,-120.21139,2019,4.6487935
10703,Abies concolor,58554_2_49_6_3_148,41.974102,41.974802,-120.21089,-120.21129,2009,4.487705061
10704,Abies concolor,58554_2_49_6_3_148,41.974102,41.974902,-120.21089,-120.21189,2009,4.819477589
10705,Abies concolor,58554_2_49_6_3_148,41.974102,41.975102,-120.21089,-120.21109,2019,4.271237043
10706,Abies concolor,58554_2_49_6_3_148,41.974102,41.974402,-120.21089,-120.21129,2019,4.648696969
10707,Abies concolor,58554_2_49_6_3_149,41.974102,41.974302,-120.21089,-120.21109,2009,4.487742834
10708,Abies concolor,58554_2_49_6_3_149,41.974102,41.974302,-120.21089,-120.21109,2009,4.819515362
10709,Abies concolor,58554_2_49_6_3_149,41.974102,41.974402,-120.21089,-120.21179,2019,4.271274816
10710,Abies concolor,58554_2_49_6_3_149,41.974102,41.974302,-120.21089,-120.21129,2019,4.648734742
10711,Abies concolor,58554_2_49_6_3_150,41.974102,41.975102,-120.21089,-120.21099,2009,4.487864547
10712,Abies concolor,58554_2_49_6_3_150,41.974102,41.974602,-120.21089,-120.21189,2009,4.819637075
10713,Abies concolor,58554_2_49_6_3_150,41.974102,41.974602,-120.21089,-120.21179,2019,4.271413317
10714,Abies concolor,58554_2_49_6_3_150,41.974102,41.974402,-120.21089,-120.21189,2019,4.648873243
10715,Abies concolor,58554_2_49_6_3_151,41.974102,41.974302,-120.21089,-120.21189,2009,4.487751228
10716,Abies concolor,58554_2_49_6_3_151,41.974102,41.974402,-120.21089,-120.21189,2009,4.819523756
10717,Abies concolor,58554_2_49_6_3_151,41.974102,41.974902,-120.21089,-120.21119,2019,4.271279013
10718,Abies concolor,58554_2_49_6_3_151,41.974102,41.974802,-120.21089,-120.21149,2019,4.648738939
10719,Abies concolor,58554_2_49_6_3_152,41.974102,41.974202,-120.21089,-120.21179,2009,4.487851956
10720,Abies concolor,58554_2_49_6_3_152,41.974102,41.974202,-120.21089,-120.21139,2009,4.819624484
10721,Abies concolor,58554_2_49_6_3_152,41.974102,41.974902,-120.21089,-120.21179,2019,4.271396529
10722,Abies concolor,58554_2_49_6_3_152,41.974102,41.974702,-120.21089,-120.21189,2019,4.648856455
10723,Abies concolor,58554_2_49_6_3_153,41.974102,41.975002,-120.21089,-120.21139,2009,4.487851956
10724,Abies concolor,58554_2_49_6_3_153,41.974102,41.975102,-120.21089,-120.21179,2009,4.819624484
10725,Abies concolor,58554_2_49_6_3_153,41.974102,41.974402,-120.21089,-120.21159,2019,4.271400726
10726,Abies concolor,58554_2_49_6_3_153,41.974102,41.974802,-120.21089,-120.21119,2019,4.648860652
10727,Abies concolor,58554_2_49_6_3_154,41.974102,41.974302,-120.21089,-120.21159,2009,4.487877138
