,Species,TREE_ID,X_old,X,Y_old,Y,Year,logF_current
28328,Quercus kelloggii,57053_3_57_6_3_111,-121.125,-121.1252,39.12508,39.12528,2001,0.862382557
28329,Quercus kelloggii,57053_3_57_6_3_111,-121.12503,-121.12593,39.12503,39.12533,2011,0.893267093
28330,Quercus kelloggii,57053_3_57_6_3_111,-121.12505,-121.12515,39.12505,39.12545,2021,NA
28331,Quercus kelloggii,57053_3_57_6_3_112,-121.12505,-121.12555,39.12501,39.12501,2001,1.487650305
28332,Quercus kelloggii,57053_3_57_6_3_112,-121.12501,-121.12551,39.12508,39.12508,2011,1.328814047
28333,Quercus kelloggii,57053_3_57_6_3_112,-121.12507,-121.12567,39.12507,39.12507,2021,NA
28334,Quercus kelloggii,57053_3_57_6_3_113,-121.12501,-121.12561,39.12509,39.12529,2001,1.278957773
28335,Quercus kelloggii,57053_3_57_6_3_113,-121.12506,-121.12596,39.12506,39.12506,2011,1.205866886
28336,Quercus kelloggii,57053_3_57_6_3_113,-121.12503,-121.12513,39.12505,39.12515,2021,NA
28337,Quercus kelloggii,57053_3_57_6_3_114,-121.12504,-121.12544,39.12503,39.12503,2001,1.419971526
28338,Quercus kelloggii,57053_3_57_6_3_114,-121.12504,-121.12544,39.12504,39.12534,2011,1.338800257
28339,Quercus kelloggii,57053_3_57_6_3_114,-121.125,-121.1254,39.12506,39.12556,2021,NA
28340,Quercus kelloggii,57053_3_57_6_3_115,-121.12508,-121.12518,39.12506,39.12576,2001,1.106316756
28341,Quercus kelloggii,57053_3_57_6_3_115,-121.12503,-121.12563,39.12503,39.12503,2011,1.04447996
28342,Quercus kelloggii,57053_3_57_6_3_115,-121.12507,-121.12517,39.12505,39.12565,2021,NA
28343,Quercus kelloggii,57053_3_57_6_3_117,-121.12503,-121.12503,39.12501,39.12591,2001,1.270062456
28344,Quercus kelloggii,57053_3_57_6_3_117,-121.12502,-121.12512,39.12502,39.12512,2011,1.045041917
28345,Quercus kelloggii,57053_3_57_6_3_117,-121.12507,-121.12567,39.12509,39.12559,2021,NA
28346,Quercus kelloggii,57058_3_63_6_1_300,-120.75006,-120.75016,39.83334,39.83374,2006,4.835335526
28347,Quercus kelloggii,57058_3_63_6_1_300,-120.75008,-120.75058,39.83338,39.83378,2016,5.402515918
28348,Quercus kelloggii,57058_3_63_6_1_303,-120.75004,-120.75074,39.83334,39.83414,2006,4.414106537
28349,Quercus kelloggii,57058_3_63_6_1_303,-120.75007,-120.75047,39.83336,39.83426,2016,4.993045917
28350,Quercus kelloggii,57058_3_63_6_1_308,-120.75002,-120.75092,39.8334,39.8339,2006,4.390474928
28351,Quercus kelloggii,57058_3_63_6_1_308,-120.75004,-120.75094,39.83341,39.83351,2016,4.972628339
28352,Quercus kelloggii,57058_3_63_6_1_310,-120.75,-120.75,39.83333,39.83363,2006,4.962251916
28353,Quercus kelloggii,57058_3_63_6_1_310,-120.75009,-120.75029,39.83335,39.83385,2016,5.624550096
28354,Quercus kelloggii,57058_3_63_6_1_313,-120.75003,-120.75083,39.83335,39.83385,2006,4.71654589
28355,Quercus kelloggii,57058_3_63_6_1_313,-120.75001,-120.75071,39.83341,39.83381,2016,5.202225419
28356,Quercus kelloggii,57058_3_63_6_1_314,-120.75005,-120.75035,39.8334,39.8341,2006,5.181283774
28357,Quercus kelloggii,57058_3_63_6_1_314,-120.75005,-120.75055,39.83338,39.83338,2016,5.736935376
28358,Quercus kelloggii,57058_3_63_6_3_317,-120.75,-120.7507,39.83338,39.83368,2016,4.718950548
28359,Quercus kelloggii,57058_3_63_6_3_317,-120.75,-120.75,39.83333,39.83413,2016,4.296592491
28360,Quercus kelloggii,57058_3_63_6_3_317,-120.75,-120.7506,39.83333,39.83403,2006,4.718950548
28361,Quercus kelloggii,57058_3_63_6_3_317,-120.75,-120.7503,39.83336,39.83386,2006,4.296592491
28362,Quercus kelloggii,57058_3_63_6_3_318,-120.75003,-120.75083,39.83342,39.83402,2006,4.444839361
28363,Quercus kelloggii,57058_3_63_6_3_318,-120.75008,-120.75098,39.83335,39.83405,2016,5.088484856
28364,Quercus kelloggii,57058_3_63_6_3_319,-120.75006,-120.75096,39.83339,39.83359,2006,4.55968627
28365,Quercus kelloggii,57058_3_63_6_3_319,-120.75001,-120.75021,39.83336,39.83336,2016,5.130448096
28366,Quercus kelloggii,57058_3_63_6_3_320,-120.75006,-120.75096,39.83338,39.83418,2006,4.598382437
28367,Quercus kelloggii,57058_3_63_6_3_320,-120.75004,-120.75024,39.83341,39.83401,2016,5.143667392
28368,Quercus kelloggii,57058_3_63_6_3_321,-120.75006,-120.75086,39.83339,39.83409,2006,4.997504124
28369,Quercus kelloggii,57058_3_63_6_3_321,-120.75007,-120.75027,39.83339,39.83399,2016,5.579983848
28370,Quercus kelloggii,57058_3_63_6_3_322,-120.75002,-120.75072,39.83335,39.83415,2006,4.188120395
28371,Quercus kelloggii,57058_3_63_6_3_322,-120.75005,-120.75085,39.8334,39.8341,2006,4.614915663
28372,Quercus kelloggii,57058_3_63_6_3_322,-120.75001,-120.75001,39.83337,39.83367,2016,4.188120395
28373,Quercus kelloggii,57058_3_63_6_3_322,-120.75009,-120.75039,39.83335,39.83375,2016,4.614915663
28374,Quercus kelloggii,57058_3_63_6_3_323,-120.75003,-120.75053,39.83338,39.83338,2016,4.999786035
28375,Quercus kelloggii,57058_3_63_6_3_323,-120.75001,-120.75011,39.83337,39.83347,2006,4.571368039
28376,Quercus kelloggii,57058_3_63_6_3_325,-120.75002,-120.75062,39.83336,39.83426,2006,4.497375148
28377,Quercus kelloggii,57058_3_63_6_3_325,-120.75007,-120.75037,39.83339,39.83359,2016,5.028290137
28378,Quercus kelloggii,57058_3_63_6_3_326,-120.75008,-120.75078,39.83335,39.83395,2006,4.520574247
28379,Quercus kelloggii,57058_3_63_6_3_326,-120.75006,-120.75086,39.83338,39.83388,2016,5.018655737
28380,Quercus kelloggii,57058_3_63_6_3_327,-120.75005,-120.75055,39.83338,39.83398,2006,4.531211665
28381,Quercus kelloggii,57058_3_63_6_3_327,-120.75007,-120.75037,39.83342,39.83352,2016,5.278649304
28382,Quercus kelloggii,57058_3_63_6_3_328,-120.75,-120.7501,39.83338,39.83398,2016,4.376307596
28383,Quercus kelloggii,57058_3_63_6_3_328,-120.75005,-120.75005,39.83334,39.83394,2006,3.84042997
28384,Quercus kelloggii,57058_3_63_6_3_330,-120.75001,-120.75031,39.83333,39.83383,2006,4.380871828
28385,Quercus kelloggii,57058_3_63_6_3_330,-120.75007,-120.75027,39.83338,39.83398,2016,4.886331878
28386,Quercus kelloggii,57058_3_63_6_3_331,-120.75005,-120.75025,39.83334,39.83394,2006,4.267476873
28387,Quercus kelloggii,57058_3_63_6_3_331,-120.75005,-120.75005,39.83335,39.83335,2016,4.638108243
28388,Quercus kelloggii,57058_3_63_6_3_333,-120.75001,-120.75091,39.83335,39.83395,2006,4.361563873
28389,Quercus kelloggii,57058_3_63_6_3_333,-120.75008,-120.75078,39.83342,39.83352,2016,4.632428588
28390,Quercus kelloggii,57058_3_63_6_3_336,-120.75006,-120.75086,39.83337,39.83417,2006,4.272825264
28391,Quercus kelloggii,57058_3_63_6_3_336,-120.75008,-120.75028,39.83342,39.83352,2016,4.843660534
28392,Quercus kelloggii,57058_3_63_6_3_337,-120.75,-120.7509,39.83338,39.83398,2006,3.839786651
28393,Quercus kelloggii,57058_3_63_6_3_337,-120.75002,-120.75082,39.83334,39.83374,2016,4.123623836
28394,Quercus kelloggii,57080_4_85_6_3_116,-121.50004,-121.50094,37.16672,37.16752,2012,2.615628086
28395,Quercus kelloggii,57080_4_85_6_3_116,-121.50008,-121.50058,37.16674,37.16764,2002,4.351711283
28396,Quercus kelloggii,57080_4_85_6_4_105,-121.50004,-121.50034,37.16667,37.16687,2002,4.69409419
28397,Quercus kelloggii,57080_4_85_6_4_105,-121.5,-121.5003,37.16676,37.16766,2002,6.576847999
28398,Quercus kelloggii,57080_4_85_6_4_105,-121.50005,-121.50095,37.16668,37.16668,2012,4.69409419
28399,Quercus kelloggii,57080_4_85_6_4_105,-121.50004,-121.50014,37.16676,37.16716,2012,6.576847999
28400,Quercus kelloggii,57080_4_85_6_4_113,-121.5,-121.5003,37.16667,37.16757,2002,5.08481983
28401,Quercus kelloggii,57080_4_85_6_4_113,-121.50008,-121.50038,37.16667,37.16707,2012,3.288416489
28402,Quercus kelloggii,57080_4_85_6_4_114,-121.50007,-121.50047,37.16675,37.16755,2002,5.245275776
28403,Quercus kelloggii,57080_4_85_6_4_114,-121.50006,-121.50056,37.16676,37.16686,2012,3.471516089
28404,Quercus kelloggii,57097_3_91_6_1_107,-120.9584133,-120.9592133,39.4584,39.4586,2012,0.818630908
28405,Quercus kelloggii,57097_3_91_6_1_107,-120.9583533,-120.9589533,39.45833,39.45883,2002,3.972855579
28406,Quercus kelloggii,57097_3_91_6_1_108,-120.9583933,-120.9588933,39.45834,39.45884,2012,0.476815288
28407,Quercus kelloggii,57097_3_91_6_1_108,-120.9583333,-120.9587333,39.45838,39.45878,2002,3.392309785
28408,Quercus kelloggii,57097_3_91_6_1_109,-120.9584233,-120.9584233,39.45834,39.45894,2012,0.511412874
28409,Quercus kelloggii,57097_3_91_6_1_109,-120.9584133,-120.9591133,39.45834,39.45894,2002,3.640386674
28410,Quercus kelloggii,57097_3_91_6_1_110,-120.9584233,-120.9593233,39.45838,39.45928,2012,0.716181252
28411,Quercus kelloggii,57097_3_91_6_1_110,-120.9583433,-120.9590433,39.45838,39.45908,2002,3.854915587
28412,Quercus kelloggii,57097_3_91_6_2_124,-120.9584233,-120.9592233,39.45835,39.45915,2012,0.933618803
28413,Quercus kelloggii,57097_3_91_6_2_124,-120.9583433,-120.9586433,39.45839,39.45849,2002,3.672089519
28414,Quercus kelloggii,57097_3_91_6_2_125,-120.9583833,-120.9583833,39.45837,39.45927,2002,3.561519248
28415,Quercus kelloggii,57097_3_91_6_2_125,-120.9583833,-120.9584833,39.4584,39.4589,2012,0.862722819
28416,Quercus kelloggii,57097_3_91_6_2_126,-120.9584033,-120.9584033,39.45837,39.45857,2012,1.130550301
28417,Quercus kelloggii,57097_3_91_6_2_126,-120.9583733,-120.9584733,39.45838,39.45878,2002,3.790214779
28418,Quercus kelloggii,57097_3_91_6_3_115,-120.9583833,-120.9583833,39.45836,39.45896,2002,5.138713325
28419,Quercus kelloggii,57097_3_91_6_3_115,-120.9583733,-120.9586733,39.45834,39.45874,2012,2.312587823
28420,Quercus kelloggii,57097_3_91_6_3_116,-120.9584133,-120.9591133,39.45841,39.45871,2002,5.647744415
28421,Quercus kelloggii,57097_3_91_6_3_116,-120.9583433,-120.9588433,39.45839,39.45859,2012,2.888727799
28422,Quercus kelloggii,57097_3_91_6_3_117,-120.9583833,-120.9584833,39.45835,39.45865,2002,3.138898876
28423,Quercus kelloggii,57097_3_91_6_3_117,-120.9584233,-120.9590233,39.45838,39.45918,2012,0.48653608
28424,Quercus kelloggii,57115_2_93_6_1_103,-122.2083433,-122.2084433,41.25009,41.25069,2005,4.797083482
28425,Quercus kelloggii,57115_2_93_6_1_103,-122.2083633,-122.2083633,41.25006,41.25086,2015,6.682028992
28426,Quercus kelloggii,57115_2_93_6_1_107,-122.2083533,-122.2089533,41.25002,41.25072,2005,3.981119068
28427,Quercus kelloggii,57115_2_93_6_1_107,-122.2084233,-122.2087233,41.25009,41.25049,2015,5.812869884
28428,Quercus kelloggii,57115_2_93_6_2_110,-122.2083633,-122.2091633,41.25,41.25,2005,2.920868599
28429,Quercus kelloggii,57115_2_93_6_2_110,-122.2084233,-122.2086233,41.25001,41.25011,2015,4.818233133
28430,Quercus kelloggii,57115_2_93_6_3_134,-122.2084133,-122.2090133,41.25003,41.25073,2005,4.095718286
28431,Quercus kelloggii,57115_2_93_6_3_134,-122.2083933,-122.2083933,41.25005,41.25005,2015,6.032879523
28432,Quercus kelloggii,57115_2_93_6_3_135,-122.2083333,-122.2091333,41.25004,41.25044,2005,3.906054722
28433,Quercus kelloggii,57115_2_93_6_3_135,-122.2083633,-122.2091633,41.25003,41.25093,2015,5.807021807
28434,Quercus kelloggii,57115_2_93_6_4_123,-122.2083733,-122.2084733,41.25007,41.25077,2005,2.946562603
28435,Quercus kelloggii,57115_2_93_6_4_123,-122.2083633,-122.2092633,41.25008,41.25058,2015,4.812169171
28436,Quercus kelloggii,57115_2_93_6_4_124,-122.2084233,-122.2090233,41.25,41.2504,2005,2.818838776
28437,Quercus kelloggii,57115_2_93_6_4_124,-122.2083933,-122.2086933,41.25007,41.25077,2015,4.750071589
28438,Quercus kelloggii,57115_2_93_6_4_125,-122.2083633,-122.2083633,41.25,41.2508,2015,4.540227835
28439,Quercus kelloggii,57115_2_93_6_4_125,-122.2083933,-122.2086933,41.25004,41.25084,2005,2.570558431
28440,Quercus kelloggii,57153_3_57_6_2_306,-120.6666867,-120.6673867,39.3334,39.3336,2006,3.493470131
28441,Quercus kelloggii,57153_3_57_6_2_306,-120.6666967,-120.6672967,39.33342,39.33352,2016,4.233412144
28442,Quercus kelloggii,57265_3_61_6_2_105,-120.9583733,-120.9587733,39.08338,39.08418,2001,3.626659615
28443,Quercus kelloggii,57265_3_61_6_2_105,-120.9583333,-120.9583333,39.08339,39.08389,2011,3.825618912
28444,Quercus kelloggii,57265_3_61_6_2_105,-120.9583433,-120.9590433,39.08333,39.08393,2021,7.169946835
28445,Quercus kelloggii,57265_3_61_6_4_113,-120.9584033,-120.9586033,39.08338,39.08338,2001,3.004400371
28446,Quercus kelloggii,57265_3_61_6_4_113,-120.9583733,-120.9585733,39.08333,39.08423,2011,2.872860913
28447,Quercus kelloggii,57265_3_61_6_4_113,-120.9583733,-120.9586733,39.08342,39.08432,2021,5.914720984
28448,Quercus kelloggii,57265_3_61_6_4_114,-120.9584233,-120.9589233,39.08334,39.08414,2001,3.105091124
28449,Quercus kelloggii,57265_3_61_6_4_114,-120.9583833,-120.9584833,39.08333,39.08333,2011,2.992353285
28450,Quercus kelloggii,57265_3_61_6_4_114,-120.9584233,-120.9585233,39.08339,39.08339,2021,5.977238977
28451,Quercus kelloggii,57306_2_89_6_1_502,-122.00003,-122.00033,40.79173,40.79253,2009,6.627988676
28452,Quercus kelloggii,57306_2_89_6_3_506,-122.00005,-122.00085,40.79176,40.79216,2009,2.39130562
28453,Quercus kelloggii,57306_2_89_6_3_506,-122.00006,-122.00026,40.79176,40.79196,2019,1.996465794
28454,Quercus kelloggii,57306_2_89_6_3_508,-122.00008,-122.00048,40.79169,40.79209,2009,2.430424313
28455,Quercus kelloggii,57306_2_89_6_3_508,-122,-122.0004,40.79175,40.79245,2019,2.185332825
28456,Quercus kelloggii,57309_5_39_6_1_115,-119.5417167,-119.5424167,37.37501,37.37501,2003,5.646849698
28457,Quercus kelloggii,57309_5_39_6_1_115,-119.5417467,-119.5426467,37.37504,37.37574,2013,5.494132787
28458,Quercus kelloggii,57309_5_39_6_2_119,-119.5417067,-119.5419067,37.37502,37.37562,2003,3.949922617
28459,Quercus kelloggii,57309_5_39_6_2_119,-119.5417167,-119.5425167,37.37508,37.37558,2013,3.947522936
28460,Quercus kelloggii,57309_5_39_6_2_120,-119.5417267,-119.5418267,37.37505,37.37505,2003,4.636842888
28461,Quercus kelloggii,57309_5_39_6_2_120,-119.5416767,-119.5424767,37.37505,37.37595,2013,4.516069023
28462,Quercus kelloggii,57309_5_39_6_3_125,-119.5417567,-119.5419567,37.37509,37.37589,2003,4.625522396
28463,Quercus kelloggii,57309_5_39_6_3_125,-119.5417467,-119.5424467,37.37505,37.37565,2013,4.486163858
28464,Quercus kelloggii,57310_6_73_6_3_508,-116.5833933,-116.5835933,33.12509,33.12559,2007,2.438103887
28465,Quercus kelloggii,57310_6_73_6_3_508,-116.5833933,-116.5835933,33.12504,33.12554,2017,3.977945082
28466,Quercus kelloggii,57310_6_73_6_3_509,-116.5833533,-116.5841533,33.12506,33.12516,2007,2.303693887
28467,Quercus kelloggii,57310_6_73_6_3_509,-116.5834233,-116.5836233,33.12504,33.12594,2017,3.870417082
28468,Quercus kelloggii,57310_6_73_6_3_510,-116.5833433,-116.5833433,33.12501,33.12551,2017,4.058591082
28469,Quercus kelloggii,57310_6_73_6_3_510,-116.5833533,-116.5841533,33.12505,33.12525,2007,2.505308887
28470,Quercus kelloggii,57380_2_89_6_1_301,-122.2916667,-122.2925667,40.83335,40.83375,2010,2.041438902
28471,Quercus kelloggii,57380_2_89_6_1_301,-122.2917367,-122.2919367,40.83337,40.83407,2020,3.047244016
28472,Quercus kelloggii,57380_2_89_6_3_335,-122.2917367,-122.2923367,40.83339,40.83339,2010,2.363591111
28473,Quercus kelloggii,57380_2_89_6_3_335,-122.2916867,-122.2924867,40.83337,40.83417,2020,3.131067751
28474,Quercus kelloggii,57380_2_89_6_4_338,-122.2916967,-122.2923967,40.83339,40.83399,2010,3.131533408
28475,Quercus kelloggii,57380_2_89_6_4_338,-122.2917167,-122.2921167,40.8334,40.8335,2020,4.087154372
28476,Quercus kelloggii,57380_2_89_6_4_339,-122.2917067,-122.2918067,40.83335,40.83335,2010,2.195355172
28477,Quercus kelloggii,57380_2_89_6_4_339,-122.2917367,-122.2919367,40.83336,40.83416,2020,3.184075349
28478,Quercus kelloggii,57380_2_89_6_4_340,-122.2917467,-122.2924467,40.83333,40.83373,2010,2.341979147
28479,Quercus kelloggii,57380_2_89_6_4_340,-122.2917567,-122.2923567,40.83337,40.83417,2020,3.373342837
28480,Quercus kelloggii,57380_2_89_6_4_343,-122.2917467,-122.2918467,40.83334,40.83334,2010,3.002085129
28481,Quercus kelloggii,57380_2_89_6_4_343,-122.2916667,-122.2923667,40.83339,40.83409,2020,3.580012345
28482,Quercus kelloggii,57380_2_89_6_4_345,-122.2916967,-122.2920967,40.8334,40.8335,2020,3.506301051
28483,Quercus kelloggii,57380_2_89_6_4_345,-122.2917367,-122.2923367,40.83339,40.83399,2010,2.363590744
28484,Quercus kelloggii,57399_3_33_6_4_117,-122.9167067,-122.9167067,39.33339,39.33399,2014,2.940874339
28485,Quercus kelloggii,57399_3_33_6_4_117,-122.9167267,-122.9168267,39.33342,39.33382,2004,3.018491913
28486,Quercus kelloggii,57399_3_33_6_4_117,-122.9167567,-122.9171567,39.33337,39.33417,2014,2.940874339
28487,Quercus kelloggii,57399_3_33_6_4_118,-122.9167167,-122.9172167,39.33336,39.33416,2014,2.855091139
28488,Quercus kelloggii,57399_3_33_6_4_118,-122.9166967,-122.9172967,39.33339,39.33419,2004,2.892509221
28489,Quercus kelloggii,57399_3_33_6_4_118,-122.9166867,-122.9168867,39.33338,39.33338,2014,2.855091139
28490,Quercus kelloggii,57436_2_89_6_3_308,-121.9167567,-121.9168567,40.79171,40.79171,2007,0.272380952
28491,Quercus kelloggii,57436_2_89_6_3_308,-121.9167067,-121.9171067,40.79167,40.79247,2017,3.38956321
28492,Quercus kelloggii,57436_2_89_6_4_311,-121.9166967,-121.9169967,40.7917,40.7925,2007,0.928724338
28493,Quercus kelloggii,57436_2_89_6_4_311,-121.9167067,-121.9168067,40.79168,40.79258,2017,4.057943348
28494,Quercus kelloggii,57436_2_89_6_4_312,-121.9166667,-121.9171667,40.79171,40.79251,2007,0.905905438
28495,Quercus kelloggii,57436_2_89_6_4_312,-121.9166967,-121.9169967,40.79167,40.79207,2017,4.238539983
28496,Quercus kelloggii,57461_2_105_6_3_337,-123.0416967,-123.0418967,40.62501,40.62521,2006,4.650628051
28497,Quercus kelloggii,57461_2_105_6_3_337,-123.0416767,-123.0422767,40.62509,40.62549,2016,4.972848487
28498,Quercus kelloggii,57481_5_5_6_1_101,-120.50003,-120.50093,38.45835,38.45845,2003,4.883013358
28499,Quercus kelloggii,57481_5_5_6_1_101,-120.50009,-120.50059,38.45837,38.45917,2013,4.137455402
28500,Quercus kelloggii,57487_3_21_6_1_302,-122.75006,-122.75046,39.625,39.6255,2006,4.152107859
28501,Quercus kelloggii,57487_3_21_6_1_302,-122.75007,-122.75047,39.62507,39.62507,2016,5.073273901
28502,Quercus kelloggii,57487_3_21_6_3_313,-122.75008,-122.75018,39.62501,39.62551,2006,3.768030137
28503,Quercus kelloggii,57487_3_21_6_3_313,-122.75004,-122.75054,39.62505,39.62525,2016,4.701743147
28504,Quercus kelloggii,57487_3_21_6_4_316,-122.75008,-122.75038,39.62501,39.62571,2006,3.343214091
28505,Quercus kelloggii,57487_3_21_6_4_316,-122.75001,-122.75001,39.62505,39.62545,2016,4.313500538
28506,Quercus kelloggii,57492_1_45_6_2_308,-123.2083733,-123.2083733,38.91667,38.91677,2008,4.004872948
28507,Quercus kelloggii,57492_1_45_6_2_308,-123.2083433,-123.2086433,38.91676,38.91736,2018,5.16076323
28508,Quercus kelloggii,57492_1_45_6_2_309,-123.2083633,-123.2092633,38.91672,38.91762,2008,4.007108614
28509,Quercus kelloggii,57492_1_45_6_2_309,-123.2083733,-123.2083733,38.91671,38.91741,2018,5.154203708
28510,Quercus kelloggii,57492_1_45_6_2_310,-123.2083333,-123.2089333,38.91668,38.91708,2008,5.479387601
28511,Quercus kelloggii,57492_1_45_6_2_310,-123.2083933,-123.2086933,38.91671,38.91731,2018,6.454805715
28512,Quercus kelloggii,57492_1_45_6_2_311,-123.2083533,-123.2091533,38.9167,38.9173,2008,4.27766612
28513,Quercus kelloggii,57492_1_45_6_2_311,-123.2083733,-123.2084733,38.91671,38.91721,2018,5.697730422
28514,Quercus kelloggii,57492_1_45_6_3_305,-123.2083333,-123.2087333,38.91673,38.91733,2008,3.165339535
28515,Quercus kelloggii,57492_1_45_6_3_305,-123.2083833,-123.2088833,38.91675,38.91735,2018,4.474469865
28516,Quercus kelloggii,57492_1_45_6_3_306,-123.2083733,-123.2083733,38.91667,38.91667,2008,3.483640626
28517,Quercus kelloggii,57492_1_45_6_3_306,-123.2083733,-123.2085733,38.91667,38.91757,2018,4.726821573
28518,Quercus kelloggii,57492_1_45_6_3_307,-123.2083333,-123.2091333,38.91675,38.91695,2018,5.047238166
28519,Quercus kelloggii,57492_1_45_6_3_307,-123.2084033,-123.2089033,38.91676,38.91706,2008,4.254152232
28520,Quercus kelloggii,57492_1_45_6_4_303,-123.2083433,-123.2091433,38.91673,38.91713,2008,6.376472459
28521,Quercus kelloggii,57492_1_45_6_4_303,-123.2084033,-123.2091033,38.91671,38.91691,2018,7.705603108
28522,Quercus kelloggii,57513_2_89_6_1_106,-122.0417467,-122.0421467,40.79169,40.79179,2013,0.541824821
28523,Quercus kelloggii,57513_2_89_6_1_110,-122.0417367,-122.0421367,40.79168,40.79168,2003,1.305773006
28524,Quercus kelloggii,57513_2_89_6_1_110,-122.0416867,-122.0423867,40.79167,40.79227,2013,0.408421913
28525,Quercus kelloggii,57513_2_89_6_3_133,-122.0417567,-122.0420567,40.7917,40.7925,2003,2.303719758
28526,Quercus kelloggii,57513_2_89_6_3_133,-122.0416767,-122.0425767,40.79175,40.79255,2013,1.425502331
28527,Quercus kelloggii,57513_2_89_6_4_167,-122.0417267,-122.0423267,40.79172,40.79192,2013,1.468892993
28528,Quercus kelloggii,57599_2_89_6_1_103,-122.0417267,-122.0420267,40.83338,40.83378,2014,1.192521521
28529,Quercus kelloggii,57599_2_89_6_1_103,-122.0416967,-122.0419967,40.83336,40.83366,2014,1.192521521
28530,Quercus kelloggii,57599_2_89_6_1_103,-122.0417167,-122.0421167,40.83337,40.83367,2004,2.108484467
28531,Quercus kelloggii,57599_2_89_6_1_104,-122.0416967,-122.0417967,40.83334,40.83404,2014,1.563914243
28532,Quercus kelloggii,57599_2_89_6_1_104,-122.0416667,-122.0424667,40.83334,40.83374,2004,2.448484301
28533,Quercus kelloggii,57599_2_89_6_1_104,-122.0417067,-122.0420067,40.83336,40.83366,2014,1.563914243
28534,Quercus kelloggii,57599_2_89_6_1_105,-122.0417167,-122.0422167,40.83333,40.83333,2014,1.592603621
28535,Quercus kelloggii,57599_2_89_6_1_105,-122.0417367,-122.0425367,40.83342,40.83402,2004,2.504439917
28536,Quercus kelloggii,57599_2_89_6_1_105,-122.0417167,-122.0425167,40.83337,40.83357,2014,1.592603621
28537,Quercus kelloggii,57599_2_89_6_1_107,-122.0417267,-122.0417267,40.83342,40.83402,2014,1.262749675
28538,Quercus kelloggii,57599_2_89_6_1_107,-122.0417567,-122.0422567,40.83341,40.83351,2014,1.262749675
28539,Quercus kelloggii,57599_2_89_6_1_107,-122.0416967,-122.0418967,40.83337,40.83337,2004,2.260913792
28540,Quercus kelloggii,57599_2_89_6_1_110,-122.0416767,-122.0423767,40.8334,40.8338,2014,1.514662937
28541,Quercus kelloggii,57599_2_89_6_1_110,-122.0416967,-122.0422967,40.83342,40.83412,2004,2.386991949
28542,Quercus kelloggii,57599_2_89_6_1_110,-122.0416767,-122.0420767,40.8334,40.8338,2014,1.514662937
28543,Quercus kelloggii,57599_2_89_6_1_112,-122.0417067,-122.0425067,40.83336,40.83336,2014,1.935431593
28544,Quercus kelloggii,57599_2_89_6_1_112,-122.0417267,-122.0422267,40.8334,40.8343,2004,2.767865136
28545,Quercus kelloggii,57599_2_89_6_1_112,-122.0416967,-122.0423967,40.83335,40.83365,2014,1.935431593
28546,Quercus kelloggii,57599_2_89_6_4_119,-122.0416867,-122.0424867,40.83337,40.83357,2014,1.040883088
28547,Quercus kelloggii,57599_2_89_6_4_119,-122.0417567,-122.0419567,40.83336,40.83336,2004,1.895690237
28548,Quercus kelloggii,57599_2_89_6_4_119,-122.0416667,-122.0420667,40.83341,40.83411,2014,1.040883088
28549,Quercus kelloggii,57599_2_89_6_4_122,-122.0416767,-122.0424767,40.8334,40.8343,2014,1.45976027
28550,Quercus kelloggii,57599_2_89_6_4_122,-122.0417167,-122.0422167,40.8334,40.8337,2014,2.365480356
28551,Quercus kelloggii,57599_2_89_6_4_122,-122.0417567,-122.0418567,40.83336,40.83406,2014,1.45976027
28552,Quercus kelloggii,57599_2_89_6_4_122,-122.0417567,-122.0423567,40.83338,40.83418,2004,2.365480356
28553,Quercus kelloggii,57599_2_89_6_4_122,-122.0417267,-122.0422267,40.83339,40.83349,2004,1.45976027
28554,Quercus kelloggii,57599_2_89_6_4_123,-122.0417467,-122.0423467,40.83333,40.83343,2014,1.643534138
28555,Quercus kelloggii,57599_2_89_6_4_123,-122.0417267,-122.0418267,40.83338,40.83418,2004,2.286733256
28556,Quercus kelloggii,57599_2_89_6_4_123,-122.0417067,-122.0419067,40.83336,40.83346,2014,1.643534138
28557,Quercus kelloggii,57599_2_89_6_4_124,-122.0417567,-122.0417567,40.83335,40.83355,2014,1.645468729
28558,Quercus kelloggii,57599_2_89_6_4_124,-122.0417567,-122.0425567,40.83339,40.83379,2004,2.456030215
28559,Quercus kelloggii,57599_2_89_6_4_124,-122.0417567,-122.0426567,40.83337,40.83357,2014,1.645468729
28560,Quercus kelloggii,57599_2_89_6_4_125,-122.0417167,-122.0420167,40.83339,40.83339,2014,1.531909235
28561,Quercus kelloggii,57599_2_89_6_4_125,-122.0416667,-122.0418667,40.83339,40.83389,2004,2.362269789
28562,Quercus kelloggii,57599_2_89_6_4_125,-122.0416967,-122.0418967,40.83333,40.83333,2014,1.531909235
28563,Quercus kelloggii,57599_2_89_6_4_127,-122.0417567,-122.0422567,40.83337,40.83407,2014,2.252103385
28564,Quercus kelloggii,57599_2_89_6_4_127,-122.0417067,-122.0423067,40.83338,40.83378,2004,3.082394693
28565,Quercus kelloggii,57599_2_89_6_4_127,-122.0417067,-122.0422067,40.83333,40.83393,2014,2.252103385
28566,Quercus kelloggii,57599_2_89_6_4_129,-122.0417567,-122.0425567,40.83338,40.83428,2014,1.383643171
28567,Quercus kelloggii,57599_2_89_6_4_129,-122.0417067,-122.0422067,40.83333,40.83413,2004,2.373199457
