,Species,TREE_ID,X_old,X,Y_old,Y,Year,logF_current
13162,Quercus chrysolepis,71207_2_105_6_2_134,-122.87501,-122.87571,40.50005,40.50095,2011,4.738284027
13163,Quercus chrysolepis,71207_2_105_6_2_146,-122.87504,-122.87514,40.50009,40.50079,2011,5.102161666
13164,Quercus chrysolepis,71207_2_105_6_2_146,-122.875,-122.8758,40.50001,40.50081,2021,5.522920965
13165,Quercus chrysolepis,71207_2_105_6_2_147,-122.875,-122.8755,40.50002,40.50012,2011,4.991098006
13166,Quercus chrysolepis,71207_2_105_6_2_147,-122.87509,-122.87529,40.50009,40.50049,2021,5.356818568
13167,Quercus chrysolepis,71207_2_105_6_2_148,-122.87508,-122.87538,40.50006,40.50096,2011,5.06506905
13168,Quercus chrysolepis,71207_2_105_6_2_148,-122.87506,-122.87586,40.50001,40.50001,2021,5.484569712
13169,Quercus chrysolepis,71207_2_105_6_2_149,-122.87506,-122.87576,40.50004,40.50054,2011,5.226541578
13170,Quercus chrysolepis,71207_2_105_6_2_149,-122.87502,-122.87502,40.50008,40.50048,2021,5.713316813
13171,Quercus chrysolepis,71207_2_105_6_2_150,-122.87502,-122.87522,40.50007,40.50097,2011,5.016875612
13172,Quercus chrysolepis,71207_2_105_6_2_150,-122.87506,-122.87586,40.50006,40.50096,2021,5.558230753
13173,Quercus chrysolepis,71207_2_105_6_4_119,-122.87504,-122.87564,40.50009,40.50049,2001,4.670003465
13174,Quercus chrysolepis,71207_2_105_6_4_119,-122.87503,-122.87533,40.50002,40.50072,2011,5.193573239
13175,Quercus chrysolepis,71207_2_105_6_4_119,-122.87505,-122.87535,40.50001,40.50071,2021,5.408673001
13176,Quercus chrysolepis,71207_2_105_6_4_136,-122.87509,-122.87529,40.5,40.5009,2011,5.019656644
13177,Quercus chrysolepis,71207_2_105_6_4_136,-122.87506,-122.87586,40.50009,40.50099,2021,5.474765262
13178,Quercus chrysolepis,71247_2_105_6_1_301,-122.75001,-122.75051,40.75006,40.75096,2010,4.19600471
13179,Quercus chrysolepis,71247_2_105_6_1_301,-122.75,-122.7503,40.75006,40.75086,2020,4.916553108
13180,Quercus chrysolepis,71247_2_105_6_1_302,-122.75008,-122.75088,40.75005,40.75005,2020,5.223229651
13181,Quercus chrysolepis,71247_2_105_6_1_302,-122.75004,-122.75004,40.75009,40.75049,2020,4.446995188
13182,Quercus chrysolepis,71247_2_105_6_1_302,-122.75009,-122.75019,40.75001,40.75051,2010,5.223229651
13183,Quercus chrysolepis,71247_2_105_6_1_302,-122.75001,-122.75071,40.75005,40.75095,2010,4.446995188
13184,Quercus chrysolepis,71247_2_105_6_1_303,-122.75003,-122.75003,40.75006,40.75016,2010,4.641090278
13185,Quercus chrysolepis,71247_2_105_6_1_303,-122.75009,-122.75099,40.75009,40.75049,2020,5.423338637
13186,Quercus chrysolepis,71247_2_105_6_1_305,-122.75005,-122.75085,40.75008,40.75058,2010,4.432765659
13187,Quercus chrysolepis,71247_2_105_6_1_305,-122.75009,-122.75059,40.75005,40.75015,2020,5.303575884
13188,Quercus chrysolepis,71247_2_105_6_2_309,-122.75009,-122.75079,40.75004,40.75014,2010,4.282811449
13189,Quercus chrysolepis,71247_2_105_6_2_309,-122.75,-122.7508,40.75002,40.75022,2020,4.980104041
13190,Quercus chrysolepis,71247_2_105_6_2_310,-122.75005,-122.75035,40.75008,40.75048,2010,4.111741917
13191,Quercus chrysolepis,71247_2_105_6_2_310,-122.75,-122.7502,40.75004,40.75054,2020,4.871697503
13192,Quercus chrysolepis,71247_2_105_6_2_317,-122.75001,-122.75071,40.75002,40.75052,2010,4.275107739
13193,Quercus chrysolepis,71247_2_105_6_2_317,-122.75009,-122.75039,40.75004,40.75044,2020,5.164332647
13194,Quercus chrysolepis,71247_2_105_6_2_318,-122.75006,-122.75006,40.75004,40.75034,2010,4.348504318
13195,Quercus chrysolepis,71247_2_105_6_2_318,-122.75005,-122.75075,40.75,40.7503,2020,5.179810735
13196,Quercus chrysolepis,71247_2_105_6_3_339,-122.75002,-122.75082,40.75007,40.75087,2010,4.023405057
13197,Quercus chrysolepis,71247_2_105_6_3_339,-122.75004,-122.75074,40.75001,40.75041,2020,4.816182139
13198,Quercus chrysolepis,71247_2_105_6_3_340,-122.75003,-122.75073,40.75,40.7502,2010,3.989663292
13199,Quercus chrysolepis,71247_2_105_6_3_340,-122.75004,-122.75094,40.75009,40.75009,2010,4.811808104
13200,Quercus chrysolepis,71247_2_105_6_3_340,-122.75001,-122.75091,40.75004,40.75054,2020,3.989663292
13201,Quercus chrysolepis,71247_2_105_6_3_340,-122.75001,-122.75071,40.75001,40.75081,2020,4.811808104
13202,Quercus chrysolepis,71247_2_105_6_3_341,-122.75004,-122.75034,40.75006,40.75026,2010,4.099302682
13203,Quercus chrysolepis,71247_2_105_6_3_341,-122.75009,-122.75039,40.75009,40.75099,2020,4.898776756
13204,Quercus chrysolepis,71247_2_105_6_3_342,-122.75003,-122.75033,40.75005,40.75065,2010,4.200578495
13205,Quercus chrysolepis,71247_2_105_6_3_342,-122.75001,-122.75091,40.75006,40.75016,2020,4.976960219
13206,Quercus chrysolepis,71247_2_105_6_3_344,-122.75,-122.7509,40.75007,40.75067,2010,4.124145125
13207,Quercus chrysolepis,71247_2_105_6_3_344,-122.75009,-122.75089,40.75004,40.75074,2020,4.756198701
13208,Quercus chrysolepis,71247_2_105_6_3_345,-122.75008,-122.75088,40.75008,40.75048,2010,4.178158245
13209,Quercus chrysolepis,71247_2_105_6_3_345,-122.75001,-122.75041,40.75001,40.75081,2020,4.903559181
13210,Quercus chrysolepis,71247_2_105_6_3_346,-122.75007,-122.75077,40.75004,40.75004,2010,4.442680342
13211,Quercus chrysolepis,71247_2_105_6_3_346,-122.75008,-122.75088,40.75005,40.75075,2020,5.138688962
13212,Quercus chrysolepis,71247_2_105_6_3_347,-122.75004,-122.75044,40.75001,40.75091,2010,4.50160441
13213,Quercus chrysolepis,71247_2_105_6_3_347,-122.75007,-122.75017,40.75,40.7502,2020,5.206170431
13214,Quercus chrysolepis,71247_2_105_6_3_348,-122.75001,-122.75031,40.75001,40.75001,2010,4.393944382
13215,Quercus chrysolepis,71247_2_105_6_3_348,-122.75002,-122.75042,40.75006,40.75016,2020,5.120180354
13216,Quercus chrysolepis,71247_2_105_6_3_349,-122.75008,-122.75008,40.75,40.7504,2010,4.24823951
13217,Quercus chrysolepis,71247_2_105_6_3_349,-122.75009,-122.75019,40.75005,40.75015,2020,5.109497468
13218,Quercus chrysolepis,71247_2_105_6_3_350,-122.75001,-122.75071,40.75004,40.75064,2010,4.022444331
13219,Quercus chrysolepis,71247_2_105_6_3_350,-122.75004,-122.75004,40.75006,40.75076,2020,4.915560521
13220,Quercus chrysolepis,71247_2_105_6_3_351,-122.75009,-122.75079,40.75002,40.75082,2010,4.191956922
13221,Quercus chrysolepis,71247_2_105_6_3_351,-122.75008,-122.75058,40.75009,40.75049,2020,5.021292969
13222,Quercus chrysolepis,71247_2_105_6_3_353,-122.75003,-122.75093,40.75003,40.75043,2010,4.177629812
13223,Quercus chrysolepis,71247_2_105_6_3_353,-122.75,-122.7505,40.75,40.7503,2020,5.216908521
13224,Quercus chrysolepis,71247_2_105_6_3_354,-122.75006,-122.75016,40.75,40.7505,2010,3.831367486
13225,Quercus chrysolepis,71247_2_105_6_3_354,-122.75,-122.7507,40.75004,40.75074,2020,4.864358074
13226,Quercus chrysolepis,71247_2_105_6_3_355,-122.75008,-122.75038,40.75005,40.75045,2010,3.992962736
13227,Quercus chrysolepis,71247_2_105_6_3_355,-122.75007,-122.75057,40.75001,40.75031,2020,4.951877982
13228,Quercus chrysolepis,71247_2_105_6_3_356,-122.75002,-122.75042,40.75006,40.75066,2010,3.916050894
13229,Quercus chrysolepis,71247_2_105_6_3_356,-122.75004,-122.75074,40.75003,40.75003,2020,4.844486147
13230,Quercus chrysolepis,71247_2_105_6_3_358,-122.75008,-122.75098,40.75,40.7505,2010,4.098380574
13231,Quercus chrysolepis,71247_2_105_6_3_358,-122.75007,-122.75007,40.75009,40.75029,2020,5.028658319
13232,Quercus chrysolepis,71247_2_105_6_4_320,-122.75008,-122.75098,40.75003,40.75093,2010,4.184543778
13233,Quercus chrysolepis,71247_2_105_6_4_320,-122.75001,-122.75051,40.75009,40.75049,2020,5.050489341
13234,Quercus chrysolepis,71247_2_105_6_4_321,-122.75008,-122.75028,40.75004,40.75064,2010,4.032169254
13235,Quercus chrysolepis,71247_2_105_6_4_321,-122.75003,-122.75093,40.75008,40.75028,2020,4.92010689
13236,Quercus chrysolepis,71247_2_105_6_4_324,-122.75,-122.7507,40.75005,40.75075,2010,4.204390989
13237,Quercus chrysolepis,71247_2_105_6_4_324,-122.75008,-122.75078,40.75006,40.75056,2020,5.076157599
13238,Quercus chrysolepis,71247_2_105_6_4_325,-122.75,-122.7504,40.75002,40.75022,2010,4.298707351
13239,Quercus chrysolepis,71247_2_105_6_4_325,-122.75,-122.7508,40.75,40.7507,2020,5.195785012
13240,Quercus chrysolepis,71247_2_105_6_4_326,-122.75009,-122.75039,40.75001,40.75061,2010,4.460487433
13241,Quercus chrysolepis,71247_2_105_6_4_326,-122.75008,-122.75058,40.75,40.7504,2010,5.201671358
13242,Quercus chrysolepis,71247_2_105_6_4_326,-122.75004,-122.75004,40.75006,40.75086,2020,4.460487433
13243,Quercus chrysolepis,71247_2_105_6_4_326,-122.75007,-122.75037,40.75007,40.75007,2020,5.201671358
13244,Quercus chrysolepis,71247_2_105_6_4_327,-122.75005,-122.75025,40.75,40.7509,2010,4.24467162
13245,Quercus chrysolepis,71247_2_105_6_4_327,-122.75004,-122.75014,40.75001,40.75091,2020,4.615946817
13246,Quercus chrysolepis,71247_2_105_6_4_329,-122.75009,-122.75049,40.75008,40.75038,2010,3.972696236
13247,Quercus chrysolepis,71247_2_105_6_4_329,-122.75001,-122.75061,40.75007,40.75037,2020,4.848588652
13248,Quercus chrysolepis,71247_2_105_6_4_331,-122.75001,-122.75011,40.75005,40.75025,2020,4.971061158
13249,Quercus chrysolepis,71247_2_105_6_4_331,-122.75008,-122.75048,40.75004,40.75074,2020,4.115305391
13250,Quercus chrysolepis,71247_2_105_6_4_331,-122.75,-122.7506,40.75005,40.75035,2010,4.971061158
13251,Quercus chrysolepis,71247_2_105_6_4_331,-122.75006,-122.75036,40.75005,40.75095,2010,4.115305391
13252,Quercus chrysolepis,71247_2_105_6_4_332,-122.75007,-122.75017,40.75007,40.75037,2010,3.981058389
13253,Quercus chrysolepis,71247_2_105_6_4_332,-122.75005,-122.75045,40.75002,40.75022,2020,4.929483303
13254,Quercus chrysolepis,71247_2_105_6_4_333,-122.75006,-122.75076,40.75001,40.75081,2010,3.832070394
13255,Quercus chrysolepis,71247_2_105_6_4_333,-122.75008,-122.75018,40.75,40.7501,2010,4.686080308
13256,Quercus chrysolepis,71247_2_105_6_4_333,-122.75004,-122.75004,40.75009,40.75099,2020,3.832070394
13257,Quercus chrysolepis,71247_2_105_6_4_333,-122.75,-122.7501,40.75,40.7507,2020,4.686080308
13258,Quercus chrysolepis,71247_2_105_6_4_335,-122.75001,-122.75081,40.75007,40.75027,2020,4.060199627
13259,Quercus chrysolepis,71247_2_105_6_4_335,-122.75002,-122.75002,40.75005,40.75065,2020,4.97946528
13260,Quercus chrysolepis,71247_2_105_6_4_335,-122.75006,-122.75096,40.75001,40.75051,2010,4.060199627
13261,Quercus chrysolepis,71247_2_105_6_4_335,-122.75009,-122.75059,40.75001,40.75091,2010,4.97946528
13262,Quercus chrysolepis,71247_2_105_6_4_336,-122.75004,-122.75074,40.75008,40.75038,2010,4.104157519
13263,Quercus chrysolepis,71247_2_105_6_4_336,-122.75002,-122.75012,40.75004,40.75014,2020,4.992539281
13264,Quercus chrysolepis,71247_2_105_6_4_337,-122.75007,-122.75087,40.75002,40.75002,2010,3.973835026
13265,Quercus chrysolepis,71247_2_105_6_4_337,-122.75009,-122.75059,40.75001,40.75041,2020,4.782592814
13266,Quercus chrysolepis,71322_2_93_6_1_301,-123.4584033,-123.4592033,41.95842,41.95852,2009,5.880105593
13267,Quercus chrysolepis,71322_2_93_6_1_301,-123.4584033,-123.4585033,41.95839,41.95839,2019,4.685715802
13268,Quercus chrysolepis,71322_2_93_6_1_302,-123.4584133,-123.4586133,41.95834,41.95874,2009,5.968061621
13269,Quercus chrysolepis,71322_2_93_6_1_302,-123.4584233,-123.4587233,41.95836,41.95876,2019,4.737099211
13270,Quercus chrysolepis,71322_2_93_6_1_309,-123.4583633,-123.4586633,41.95839,41.95889,2009,5.968575763
13271,Quercus chrysolepis,71322_2_93_6_1_309,-123.4583333,-123.4589333,41.9584,41.9592,2019,4.750039046
13272,Quercus chrysolepis,71322_2_93_6_1_311,-123.4584233,-123.4587233,41.95836,41.95916,2009,5.664950104
13273,Quercus chrysolepis,71322_2_93_6_1_311,-123.4583533,-123.4589533,41.95837,41.95887,2019,4.482157042
13274,Quercus chrysolepis,71322_2_93_6_1_312,-123.4584233,-123.4592233,41.95835,41.95875,2009,5.894193137
13275,Quercus chrysolepis,71322_2_93_6_1_312,-123.4584233,-123.4587233,41.95836,41.95856,2019,4.768932941
13276,Quercus chrysolepis,71322_2_93_6_2_335,-123.4584033,-123.4586033,41.95838,41.95848,2009,5.680345706
13277,Quercus chrysolepis,71322_2_93_6_2_335,-123.4583733,-123.4590733,41.95838,41.95888,2019,4.398329733
13278,Quercus chrysolepis,71322_2_93_6_3_319,-123.4583633,-123.4588633,41.95842,41.95842,2009,5.799457529
13279,Quercus chrysolepis,71322_2_93_6_3_319,-123.4583533,-123.4591533,41.95836,41.95836,2019,4.534393369
13280,Quercus chrysolepis,71322_2_93_6_3_320,-123.4583733,-123.4590733,41.95837,41.95847,2009,5.842219643
13281,Quercus chrysolepis,71322_2_93_6_3_320,-123.4583433,-123.4589433,41.9584,41.9586,2019,4.5912887
13282,Quercus chrysolepis,71322_2_93_6_3_321,-123.4583933,-123.4586933,41.95841,41.95931,2009,5.808031291
13283,Quercus chrysolepis,71322_2_93_6_3_321,-123.4584133,-123.4590133,41.95839,41.95859,2019,4.59747254
13284,Quercus chrysolepis,71322_2_93_6_3_322,-123.4583433,-123.4589433,41.95834,41.95844,2009,5.73349851
13285,Quercus chrysolepis,71322_2_93_6_3_322,-123.4583333,-123.4588333,41.95837,41.95837,2019,4.452616783
13286,Quercus chrysolepis,71322_2_93_6_4_344,-123.4583433,-123.4586433,41.9584,41.9589,2009,5.339445354
13287,Quercus chrysolepis,71322_2_93_6_4_344,-123.4584233,-123.4587233,41.95833,41.95913,2019,4.441065239
13288,Quercus chrysolepis,71322_2_93_6_4_345,-123.4583433,-123.4586433,41.95839,41.95929,2009,5.295407625
13289,Quercus chrysolepis,71322_2_93_6_4_345,-123.4583933,-123.4592933,41.95842,41.95892,2019,4.128084374
13290,Quercus chrysolepis,71322_2_93_6_4_347,-123.4584233,-123.4587233,41.95837,41.95877,2009,5.233150651
13291,Quercus chrysolepis,71322_2_93_6_4_347,-123.4583433,-123.4586433,41.9584,41.9584,2019,4.104570041
13292,Quercus chrysolepis,71322_2_93_6_4_503,-123.4583333,-123.4590333,41.95841,41.95921,2009,6.206954206
13293,Quercus chrysolepis,71322_2_93_6_4_503,-123.4583533,-123.4589533,41.95841,41.95861,2019,4.997156337
13294,Quercus chrysolepis,71363_2_93_6_2_117,-123.0834133,-123.0836133,41.20842,41.20862,2002,4.918837245
13295,Quercus chrysolepis,71363_2_93_6_2_117,-123.0833733,-123.0840733,41.20838,41.20898,2012,5.572075999
13296,Quercus chrysolepis,71363_2_93_6_2_123,-123.0833333,-123.0841333,41.20839,41.20899,2002,5.231311015
13297,Quercus chrysolepis,71363_2_93_6_2_123,-123.0833333,-123.0833333,41.20833,41.20913,2012,5.763256274
13298,Quercus chrysolepis,71363_2_93_6_2_124,-123.0834133,-123.0835133,41.20841,41.20901,2002,5.100788705
13299,Quercus chrysolepis,71363_2_93_6_2_124,-123.0833433,-123.0839433,41.20835,41.20855,2012,5.71652541
13300,Quercus chrysolepis,71363_2_93_6_2_125,-123.0833633,-123.0834633,41.20841,41.20851,2002,5.044238999
13301,Quercus chrysolepis,71363_2_93_6_2_125,-123.0834033,-123.0835033,41.20842,41.20902,2012,5.626259581
13302,Quercus chrysolepis,71363_2_93_6_2_126,-123.0834133,-123.0834133,41.20835,41.20885,2002,5.117691093
13303,Quercus chrysolepis,71363_2_93_6_2_126,-123.0833533,-123.0840533,41.20842,41.20852,2012,5.767235135
13304,Quercus chrysolepis,71363_2_93_6_2_127,-123.0833533,-123.0834533,41.20833,41.20833,2002,5.077534774
13305,Quercus chrysolepis,71363_2_93_6_2_127,-123.0833533,-123.0838533,41.20841,41.20931,2012,5.740254193
13306,Quercus chrysolepis,71363_2_93_6_2_129,-123.0833533,-123.0839533,41.20836,41.20896,2002,4.561671004
13307,Quercus chrysolepis,71363_2_93_6_2_129,-123.0834033,-123.0835033,41.20838,41.20888,2012,5.364408283
13308,Quercus chrysolepis,71363_2_93_6_4_151,-123.0834033,-123.0839033,41.20842,41.20912,2002,5.22647101
13309,Quercus chrysolepis,71363_2_93_6_4_151,-123.0834033,-123.0835033,41.20834,41.20844,2012,5.812826142
13310,Quercus chrysolepis,71363_2_93_6_4_159,-123.0833833,-123.0837833,41.20841,41.20921,2002,5.022849847
13311,Quercus chrysolepis,71363_2_93_6_4_159,-123.0834233,-123.0838233,41.2084,41.2093,2012,5.661534303
13312,Quercus chrysolepis,71363_2_93_6_4_161,-123.0834133,-123.0836133,41.20839,41.20849,2002,4.968769817
13313,Quercus chrysolepis,71363_2_93_6_4_161,-123.0833833,-123.0835833,41.20838,41.20898,2012,5.551870557
13314,Quercus chrysolepis,71553_3_103_6_1_102,-122.87501,-122.87551,40.25001,40.25001,2014,4.015487851
13315,Quercus chrysolepis,71553_3_103_6_1_102,-122.875,-122.8757,40.25009,40.25019,2004,5.000505999
13316,Quercus chrysolepis,71553_3_103_6_1_102,-122.87509,-122.87569,40.25008,40.25008,2014,4.015487851
13317,Quercus chrysolepis,71553_3_103_6_1_115,-122.87503,-122.87553,40.25006,40.25006,2014,3.948700992
13318,Quercus chrysolepis,71553_3_103_6_1_115,-122.87501,-122.87561,40.25001,40.25091,2004,4.980359706
13319,Quercus chrysolepis,71553_3_103_6_1_115,-122.87508,-122.87528,40.25006,40.25016,2014,3.948700992
13320,Quercus chrysolepis,71553_3_103_6_2_119,-122.87506,-122.87566,40.25006,40.25086,2014,3.907814061
13321,Quercus chrysolepis,71553_3_103_6_2_119,-122.87509,-122.87559,40.25001,40.25071,2004,4.89075387
13322,Quercus chrysolepis,71553_3_103_6_2_119,-122.875,-122.8755,40.25007,40.25047,2014,3.907814061
13323,Quercus chrysolepis,71553_3_103_6_2_121,-122.87507,-122.87517,40.25004,40.25084,2014,3.984579304
13324,Quercus chrysolepis,71553_3_103_6_2_121,-122.87507,-122.87507,40.25003,40.25073,2004,5.047633756
13325,Quercus chrysolepis,71553_3_103_6_2_121,-122.87509,-122.87559,40.25001,40.25011,2014,3.984579304
13326,Quercus chrysolepis,71553_3_103_6_2_124,-122.87503,-122.87523,40.25,40.2503,2014,3.944900291
13327,Quercus chrysolepis,71553_3_103_6_2_124,-122.87506,-122.87536,40.25,40.2501,2004,4.962575921
13328,Quercus chrysolepis,71553_3_103_6_2_124,-122.87501,-122.87541,40.25007,40.25007,2014,3.944900291
13329,Quercus chrysolepis,71556_2_105_6_1_100,-123.125,-123.1259,40.50006,40.50096,2007,5.354830102
13330,Quercus chrysolepis,71556_2_105_6_1_100,-123.12503,-123.12573,40.50001,40.50031,2017,4.900640537
13331,Quercus chrysolepis,71556_2_105_6_1_301,-123.12504,-123.12574,40.50004,40.50004,2007,5.164889253
13332,Quercus chrysolepis,71556_2_105_6_1_301,-123.12506,-123.12556,40.50004,40.50034,2017,4.680966349
13333,Quercus chrysolepis,71556_2_105_6_1_302,-123.12502,-123.12562,40.50001,40.50061,2007,5.349084266
13334,Quercus chrysolepis,71556_2_105_6_1_302,-123.12506,-123.12546,40.50006,40.50026,2017,4.82687153
13335,Quercus chrysolepis,71556_2_105_6_2_123,-123.12504,-123.12544,40.5,40.5,2007,5.048656164
13336,Quercus chrysolepis,71556_2_105_6_2_123,-123.12509,-123.12509,40.50008,40.50058,2017,4.568218123
13337,Quercus chrysolepis,71556_2_105_6_2_126,-123.12502,-123.12522,40.50002,40.50052,2007,5.091926255
13338,Quercus chrysolepis,71556_2_105_6_2_126,-123.12506,-123.12526,40.50003,40.50033,2017,4.659798882
13339,Quercus chrysolepis,71556_2_105_6_3_105,-123.12501,-123.12511,40.5,40.5001,2007,5.372143372
13340,Quercus chrysolepis,71556_2_105_6_3_105,-123.12501,-123.12521,40.5,40.5001,2017,4.87217638
13341,Quercus chrysolepis,71556_2_105_6_3_107,-123.12508,-123.12558,40.50006,40.50046,2007,5.205976842
13342,Quercus chrysolepis,71556_2_105_6_3_107,-123.12507,-123.12517,40.50002,40.50082,2017,4.742753705
13343,Quercus chrysolepis,71556_2_105_6_3_108,-123.12507,-123.12577,40.50009,40.50039,2007,5.23898985
13344,Quercus chrysolepis,71556_2_105_6_3_108,-123.12506,-123.12506,40.50002,40.50012,2017,4.756713396
13345,Quercus chrysolepis,71556_2_105_6_3_110,-123.12509,-123.12549,40.50008,40.50048,2007,5.124109599
13346,Quercus chrysolepis,71556_2_105_6_3_110,-123.12507,-123.12557,40.50006,40.50016,2017,4.587113104
13347,Quercus chrysolepis,71556_2_105_6_3_111,-123.12507,-123.12547,40.50002,40.50092,2007,5.228067905
13348,Quercus chrysolepis,71556_2_105_6_3_111,-123.12503,-123.12583,40.50004,40.50004,2017,4.654872021
13349,Quercus chrysolepis,71556_2_105_6_3_112,-123.12508,-123.12508,40.50009,40.50069,2017,4.785474226
13350,Quercus chrysolepis,71556_2_105_6_3_112,-123.12505,-123.12565,40.50008,40.50068,2017,5.312481856
13351,Quercus chrysolepis,71556_2_105_6_3_112,-123.12506,-123.12576,40.50004,40.50034,2007,4.785474226
13352,Quercus chrysolepis,71556_2_105_6_3_112,-123.12506,-123.12596,40.50002,40.50052,2007,5.312481856
13353,Quercus chrysolepis,71556_2_105_6_3_114,-123.12503,-123.12563,40.50003,40.50063,2007,4.914621888
13354,Quercus chrysolepis,71556_2_105_6_3_114,-123.12509,-123.12599,40.5,40.5005,2007,5.45491395
13355,Quercus chrysolepis,71556_2_105_6_3_114,-123.12504,-123.12574,40.50009,40.50049,2017,4.914621888
13356,Quercus chrysolepis,71556_2_105_6_3_114,-123.12506,-123.12526,40.50008,40.50088,2017,5.45491395
13357,Quercus chrysolepis,71556_2_105_6_3_304,-123.125,-123.1259,40.50009,40.50069,2007,4.965485639
13358,Quercus chrysolepis,71556_2_105_6_3_304,-123.12509,-123.12579,40.50003,40.50053,2017,4.500581825
13359,Quercus chrysolepis,71556_2_105_6_4_116,-123.125,-123.1251,40.50003,40.50073,2007,5.089606759
13360,Quercus chrysolepis,71556_2_105_6_4_116,-123.12509,-123.12519,40.50005,40.50025,2017,4.549113414
13361,Quercus chrysolepis,71556_2_105_6_4_117,-123.12504,-123.12594,40.50005,40.50085,2007,5.210746686
13362,Quercus chrysolepis,71556_2_105_6_4_117,-123.12509,-123.12519,40.50001,40.50011,2017,4.78785494
13363,Quercus chrysolepis,71556_2_105_6_4_119,-123.12501,-123.12551,40.5,40.5007,2007,5.005311635
13364,Quercus chrysolepis,71556_2_105_6_4_119,-123.12505,-123.12525,40.50007,40.50007,2017,4.565110454
13365,Quercus chrysolepis,71556_2_105_6_4_120,-123.12504,-123.12574,40.50008,40.50008,2007,5.066348807
13366,Quercus chrysolepis,71556_2_105_6_4_120,-123.12505,-123.12505,40.50006,40.50026,2017,4.559687341
13367,Quercus chrysolepis,71563_2_93_6_1_300,-123.37506,-123.37536,41.29175,41.29265,2019,3.675493151
13368,Quercus chrysolepis,71563_2_93_6_1_300,-123.37502,-123.37542,41.29169,41.29189,2009,4.863015833
13369,Quercus chrysolepis,71563_2_93_6_1_301,-123.37503,-123.37583,41.29169,41.29209,2019,3.44338557
13370,Quercus chrysolepis,71563_2_93_6_1_301,-123.375,-123.3757,41.29175,41.29215,2009,4.639748094
13371,Quercus chrysolepis,71563_2_93_6_1_302,-123.37507,-123.37527,41.29176,41.29176,2019,3.493706978
13372,Quercus chrysolepis,71563_2_93_6_1_302,-123.37509,-123.37559,41.29172,41.29222,2009,4.726111122
13373,Quercus chrysolepis,71563_2_93_6_1_305,-123.375,-123.3756,41.29173,41.29183,2019,3.574475994
13374,Quercus chrysolepis,71563_2_93_6_1_305,-123.37501,-123.37581,41.29176,41.29236,2009,4.816075964
13375,Quercus chrysolepis,71563_2_93_6_1_500,-123.37504,-123.37504,41.29167,41.29187,2009,4.7033594
13376,Quercus chrysolepis,71563_2_93_6_1_500,-123.37501,-123.37501,41.29167,41.29177,2019,3.473471447
13377,Quercus chrysolepis,71563_2_93_6_1_501,-123.375,-123.3754,41.29169,41.29259,2019,3.577568526
13378,Quercus chrysolepis,71563_2_93_6_1_501,-123.37507,-123.37547,41.2917,41.2924,2009,4.782360779
13379,Quercus chrysolepis,71563_2_93_6_2_318,-123.37508,-123.37518,41.2917,41.2921,2009,4.771945998
13380,Quercus chrysolepis,71563_2_93_6_2_318,-123.37509,-123.37589,41.29167,41.29247,2019,3.488188386
13381,Quercus chrysolepis,71563_2_93_6_2_320,-123.375,-123.3752,41.2917,41.2921,2009,4.636377145
13382,Quercus chrysolepis,71563_2_93_6_2_320,-123.37506,-123.37526,41.29171,41.29191,2019,3.376570468
13383,Quercus chrysolepis,71563_2_93_6_2_322,-123.37504,-123.37524,41.29171,41.29181,2009,4.523939011
13384,Quercus chrysolepis,71563_2_93_6_2_322,-123.37509,-123.37539,41.29176,41.29196,2019,3.23683655
13385,Quercus chrysolepis,71563_2_93_6_2_509,-123.37508,-123.37528,41.29173,41.29233,2009,5.282291333
13386,Quercus chrysolepis,71563_2_93_6_2_509,-123.37508,-123.37548,41.29174,41.29214,2019,4.143745802
13387,Quercus chrysolepis,71563_2_93_6_2_510,-123.37504,-123.37544,41.29167,41.29177,2009,5.380933248
13388,Quercus chrysolepis,71563_2_93_6_2_510,-123.375,-123.3756,41.29167,41.29167,2019,4.125072156
13389,Quercus chrysolepis,71563_2_93_6_3_311,-123.37501,-123.37521,41.29176,41.29266,2019,3.29505081
13390,Quercus chrysolepis,71563_2_93_6_3_311,-123.37505,-123.37575,41.29176,41.29236,2009,4.479816605
13391,Quercus chrysolepis,71620_5_39_6_1_100,-119.2916867,-119.2925867,37.37506,37.37556,2001,3.466682248
13392,Quercus chrysolepis,71620_5_39_6_1_100,-119.2917367,-119.2921367,37.37507,37.37547,2011,4.423002719
13393,Quercus chrysolepis,71620_5_39_6_1_100,-119.2916967,-119.2923967,37.37508,37.37578,2021,NA
13394,Quercus chrysolepis,71620_5_39_6_1_101,-119.2916767,-119.2917767,37.37506,37.37536,2001,3.485242881
13395,Quercus chrysolepis,71620_5_39_6_1_101,-119.2917067,-119.2922067,37.37502,37.37552,2011,4.618036439
13396,Quercus chrysolepis,71620_5_39_6_1_101,-119.2917467,-119.2920467,37.375,37.3752,2021,NA
13397,Quercus chrysolepis,71620_5_39_6_1_102,-119.2917167,-119.2925167,37.37508,37.37518,2011,4.541779504
13398,Quercus chrysolepis,71620_5_39_6_1_102,-119.2917567,-119.2922567,37.37507,37.37567,2001,3.401312001
13399,Quercus chrysolepis,71620_5_39_6_1_102,-119.2917167,-119.2918167,37.37506,37.37536,2021,NA
13400,Quercus chrysolepis,71620_5_39_6_1_103,-119.2917167,-119.2921167,37.37503,37.37593,2011,4.47695125
